duration_us,draw_id,image_q,truth_eta,truth_rho_y,truth_condensate_atoms,truth_radius_y_um,whole_image_template_snr,scattered_photons_per_atom_per_pulse,deposited_energy_per_pulse_j,cumulative_deposited_energy_before_image_j,selected_start_id,converged_start_count,optimizer_failure,residual_failure,eta_hat,rho_y_hat,y0_hat_um,eta_error,rho_y_error,eta_conditional_sd,rho_y_conditional_sd,eta_supported,rho_y_supported,eta_support_reason,rho_y_support_reason,active_physical_bounds,active_nuisance_bounds,raw_objective,reduced_raw_objective,maximum_absolute_whitened_residual
350,0,15,0.49782933081648284,0.86979337477667,25240.4920360274,12.744400985300475,63.69505756956103,0.01172085411465064,2.524277652444499e-26,3.5339887134222986e-25,1,5,false,false,0.49513814539858597,0.8754749879150532,0.04764275252860332,-0.0026911854178968686,0.005681613138383224,0.009514514745786256,0.014760272027533905,true,true,supported,supported,0,0,7176.655396223145,0.9909769947836433,4.615336114505295
350,1,1,1.0,1.0,50701.094679638154,14.652216669933539,105.4411652372461,0.01172085411465064,2.524277652444499e-26,0.0,1,5,false,false,1.0012355848456012,0.9972588024449289,-0.045262153568509836,0.0012355848456011564,-0.002741197555071073,0.010876308075255999,0.009339549910432348,true,true,supported,supported,0,0,7122.177660664336,0.9834545237039956,3.6028146622298234
350,1,2,0.9601719341388688,0.9919043651751839,48681.76814150608,14.533597674399674,102.54967590539293,0.01172085411465064,2.524277652444499e-26,2.524277652444499e-26,0,5,false,false,0.9607843920379041,0.9892705116347755,-0.0796070760477187,0.0006124578990353013,-0.0026338535404083485,0.010780950214371093,0.009582819792306749,true,true,supported,supported,0,0,7265.826844848247,1.003290091804508,3.600717503884607
350,1,3,0.9209598889527054,0.9836670895381161,46693.67452594016,14.412903326995393,99.64261306236929,0.01172085411465064,2.524277652444499e-26,5.048555304888998e-26,3,5,false,false,0.9151285308478784,0.9858953198161657,-0.005338362644088617,-0.005831358104827045,0.0022282302780496366,0.010714661670244836,0.00997083616328443,true,true,supported,supported,0,0,6998.602510623904,0.9663908465374074,3.600713367260599
350,1,4,0.882359804364192,0.9752796064738631,44736.6079825759,14.29000810782256,96.72086601435608,0.01172085411465064,2.524277652444499e-26,7.572832957333497e-26,3,5,false,false,0.8824297269734201,0.9579403552217944,-0.10332831599713597,6.992260922811244e-05,-0.0173392512520687,0.010499346684736776,0.009870258352000255,true,true,supported,supported,0,0,7220.2975900256115,0.9970032573909986,3.9978383443414294
350,1,5,0.8443676775148693,0.9667324939162046,42810.36556210757,14.164773962725437,93.78460702343898,0.01172085411465064,2.524277652444499e-26,1.0097110609777995e-25,1,5,false,false,0.8430949108304826,0.963470389356755,-0.059528179260321445,-0.0012727666843866947,-0.003262104559449641,0.010500650661052895,0.01039010766965246,true,true,supported,supported,0,0,7141.142541997263,0.9860732590440849,3.7529713318491456
350,1,6,0.8069813692160127,0.958015863050721,40914.8388053251,14.03705599865254,90.83364731945568,0.01172085411465064,2.524277652444499e-26,1.262138826222249e-25,1,5,false,false,0.8181568042524813,0.9598188481976665,0.1197015086312511,0.011175435036468562,0.001802985146945546,0.01045279878381175,0.010624944623365395,true,true,supported,supported,0,0,7136.42256491967,0.9854215085500787,5.003985825643758
350,1,7,0.7701995429238506,0.9491189594827433,39049.95994799618,13.906696639883027,87.86785129779538,0.01172085411465064,2.524277652444499e-26,1.5145665914666993e-25,3,5,false,false,0.7694658269555869,0.9365175084486251,0.12237118941434767,-0.0007337159682637706,-0.012601451034118138,0.01025967181184852,0.010846068003985215,true,true,supported,supported,0,0,7070.38797583889,0.9763032278153674,3.600771966142739
350,1,8,0.7340193153188027,0.9400295405144515,37215.58280266179,13.773516503755813,84.88834603058335,0.01172085411465064,2.524277652444499e-26,1.7669943567111493e-25,3,5,false,false,0.73302124129275,0.9369697412837458,0.05197291100401671,-0.0009980740260526755,-0.003059799230705762,0.010220157125707858,0.011351263898943928,true,true,supported,supported,0,0,7142.719844823698,0.9862910583849348,3.7573651417142107
350,1,9,0.69844402593106,0.9307355810247993,35411.87668715832,13.637339395591841,81.89580520117819,0.01172085411465064,2.524277652444499e-26,2.019422121955599e-25,1,5,false,false,0.6971175374508424,0.9110432979332421,0.02291254721329106,-0.001326488480217658,-0.019692283091557128,0.01000445907110843,0.011391735174497502,true,true,supported,supported,0,0,7154.961109243388,0.9879813738253781,3.5995153195678697
350,1,10,0.6634720295715738,0.9212224664097676,33638.75818860005,13.497951179046487,78.88991149729222,0.01172085411465064,2.524277652444499e-26,2.2718498872000484e-25,1,5,false,false,0.6725061138294927,0.9172030918932357,0.15382346408831835,0.00903408425791885,-0.004019374516531893,0.010027424787452055,0.011914268426079311,true,true,supported,supported,0,0,7112.983921086727,0.9821850208625693,3.6002958326008994
350,1,11,0.6291078982303736,0.9114755669398442,31896.45911188634,13.35513749615311,75.87132692811286,0.01172085411465064,2.524277652444499e-26,2.524277652444498e-25,0,5,false,false,0.6165255744802236,0.8920305635836944,-0.01778109035447214,-0.012582323750150004,-0.019445003356149848,0.00980288657568004,0.012391909485760076,true,true,supported,supported,0,0,7152.425124041995,0.9876311963603971,3.600515009390884
350,1,12,0.5953557706898327,0.9014783792805395,30185.18929781415,13.20865653647899,72.84198531611896,0.01172085411465064,2.524277652444499e-26,2.776705417688948e-25,1,5,false,false,0.5971441923854781,0.9080752718057897,-0.1008395611653849,0.0017884216956454146,0.0065968925252501975,0.009872459316535801,0.013104956458251249,true,true,supported,supported,0,0,7063.029083466616,0.975287086918892,3.6702044149720385
350,1,13,0.562222327295841,0.8912132156474689,28505.287447232946,13.058249134774918,69.80239643612657,0.01172085411465064,2.524277652444499e-26,3.0291331829333986e-25,3,5,false,false,0.5710635615452239,0.9120452702444495,-0.01662857800887064,0.008841234249382879,0.020832054596980565,0.009860506479099244,0.013752452443711684,true,true,supported,supported,0,0,7055.290254345772,0.9742184830634869,3.7827622017898532
350,1,14,0.5297102277512906,0.8806587811123907,26856.888409990876,12.903603273138323,66.75254701192611,0.01172085411465064,2.524277652444499e-26,3.281560948177848e-25,1,5,false,false,0.5489370711489101,0.8707219996689222,0.11682777135678242,0.019226843397619486,-0.009936781443468545,0.009563055604792621,0.01329812757312053,true,true,supported,supported,0,0,7047.601390820445,0.9731567786275124,4.094177509553843
350,1,15,0.49782933081648284,0.86979337477667,25240.4920360274,12.744400985300475,63.69505756956103,0.01172085411465064,2.524277652444499e-26,3.5339887134222986e-25,1,5,false,false,0.49987077613069636,0.883569987124588,0.08474451954620496,0.002041445314213519,0.013776612347918049,0.009572909380701126,0.014835231436388548,true,true,supported,supported,0,0,7006.688439995558,0.9675073791764095,3.8913271486143945
350,2,1,1.0,1.0,50701.094679638154,14.652216669933539,105.4411652372461,0.01172085411465064,2.524277652444499e-26,0.0,3,5,false,false,0.9953261737417527,0.9996043066347747,-0.024526809793352373,-0.0046738262582473045,-0.0003956933652252692,0.010874761372858392,0.009416222113813107,true,true,supported,supported,0,0,7043.185093525259,0.9725469612710934,3.454807118240473
350,2,2,0.9601719341388688,0.9919043651751839,48681.76814150608,14.533597674399674,102.54967590539293,0.01172085411465064,2.524277652444499e-26,2.524277652444499e-26,3,5,false,false,0.9572274860766865,0.9794281276096414,-0.01980201578270414,-0.0029444480621823033,-0.012476237565542503,0.01070403457979225,0.009461796890250855,true,true,supported,supported,0,0,7075.896433846197,0.9770638544388563,3.585262859687686
350,2,3,0.9209598889527054,0.9836670895381161,46693.67452594016,14.412903326995393,99.64261306236929,0.01172085411465064,2.524277652444499e-26,5.048555304888998e-26,3,5,false,false,0.9185411645457786,0.9784931138717875,0.03986558522751186,-0.002418724406926809,-0.005173975666328601,0.010667311098164971,0.009820544469093124,true,true,supported,supported,0,0,7098.4036279994725,0.9801717243854561,3.7148879963850274
350,2,4,0.882359804364192,0.9752796064738631,44736.6079825759,14.29000810782256,96.72086601435608,0.01172085411465064,2.524277652444499e-26,7.572832957333497e-26,1,5,false,false,0.8884931953765852,0.9629289803611452,0.01952657379634796,0.006133391012393186,-0.012350626112717977,0.010540825949090725,0.009885879154133737,true,true,supported,supported,0,0,7253.019912513764,1.0015216670137759,3.619335325107112
350,2,5,0.8443676775148693,0.9667324939162046,42810.36556210757,14.164773962725437,93.78460702343898,0.01172085411465064,2.524277652444499e-26,1.0097110609777995e-25,1,5,false,false,0.8592970522253666,0.9858921679758617,-0.03268219057955598,0.014929374710497267,0.019159674059657017,0.010668316958043276,0.010575857669590672,true,true,supported,supported,0,0,7185.592923248516,0.9922111189241254,3.4543525679317257
