duration_us,draw_id,image_q,delta_eta_q_given_1,delta_rho_y_q_given_1,truth_delta_eta_q_given_1,truth_delta_rho_y_q_given_1,eta_pair_supported,rho_y_pair_supported,eta_pair_reason,rho_y_pair_reason
25,14,2,-0.06512676251434579,-0.01391965896950087,-0.0028653850287652105,-0.0005737431088805867,true,true,supported,supported
25,14,3,-0.01169914250956361,0.034570778190343265,-0.005727598353157504,-0.0011481631107591594,true,true,supported,supported
25,14,4,-0.014841951261388209,0.02534233471906666,-0.008586642042826997,-0.0017232710691525988,true,true,supported,supported
25,14,5,-0.08134778739847226,0.050974131490404306,-0.01144251922178463,-0.0022990596478537073,true,true,supported,supported
25,14,6,0.03545275640738166,0.10972509485498494,-0.014295232358622956,-0.0028755300241831705,true,true,supported,supported
25,14,7,-0.06463120821815271,-0.005994021810816541,-0.017144780418153927,-0.00345272346108616,true,true,supported,supported
25,14,8,-0.026432368052837663,-0.010101598716381277,-0.019991169663249653,-0.004030593673255312,true,true,supported,supported
25,14,9,-0.08202195275803814,-0.027131945277260594,-0.022834405935228896,-0.004609178441481565,true,true,supported,supported
25,14,10,-0.00029924645131607086,0.034971517422683895,-0.025674479936079075,-0.005188451246219361,true,true,supported,supported
25,14,11,0.003809175326613179,-0.014132320648835961,-0.0285113990229805,-0.005768449218922389,true,true,supported,supported
25,14,12,-0.0637012267606063,-0.00016109515781459471,-0.03134516601585047,-0.006349160963455169,true,true,supported,supported
25,14,13,-0.037224453195470075,0.04704328897670862,-0.03417601520363278,-0.006930613128595886,true,true,supported,supported
25,14,14,-0.07517306638893839,0.03295962127152485,-0.037003634162659726,-0.007512768077172716,true,true,supported,supported
25,14,15,-0.08431995060086672,0.04510849851077314,-0.03982806586113119,-0.008095634824816123,true,true,supported,supported
25,15,1,0.0,0.0,0.0,0.0,true,true,supported,supported
25,15,2,0.04586457115693121,0.0224384530212407,-0.0028653850287652105,-0.0005737431088805867,true,true,supported,supported
25,15,3,0.08166298078022982,-0.003798378829302118,-0.005727598353157504,-0.0011481631107591594,true,true,supported,supported
25,15,4,0.03174623330326842,-0.04711020295501733,-0.008586642042826997,-0.0017232710691525988,true,true,supported,supported
25,15,5,0.04513360357300611,-0.011091309105791036,-0.01144251922178463,-0.0022990596478537073,true,true,supported,supported
25,15,6,0.021327365097693507,-0.023328103827265356,-0.014295232358622956,-0.0028755300241831705,true,true,supported,supported
25,15,7,0.05964757677465338,-0.002466179347307973,-0.017144780418153927,-0.00345272346108616,true,true,supported,supported
25,15,8,0.1177618191560621,0.08679160543868503,-0.019991169663249653,-0.004030593673255312,true,true,supported,supported
25,15,9,0.06713592615177211,0.0019998811556427576,-0.022834405935228896,-0.004609178441481565,true,true,supported,supported
25,15,10,-0.013867533779872154,-0.09076582900886776,-0.025674479936079075,-0.005188451246219361,true,true,supported,supported
25,15,11,0.006297551306908011,-0.031843822975516245,-0.0285113990229805,-0.005768449218922389,true,true,supported,supported
25,15,12,-0.013771738358329455,-0.048357232189538024,-0.03134516601585047,-0.006349160963455169,true,true,supported,supported
25,15,13,0.0015668831358417457,-0.06936654708923062,-0.03417601520363278,-0.006930613128595886,true,true,supported,supported
25,15,14,-0.008792400125090527,0.0008681764165396899,-0.037003634162659726,-0.007512768077172716,true,true,supported,supported
25,15,15,-0.024408304785138224,0.0005099508305441702,-0.03982806586113119,-0.008095634824816123,true,true,supported,supported
25,16,1,0.0,0.0,0.0,0.0,true,true,supported,supported
25,16,2,0.10579465641867525,-0.06086819499045104,-0.0028653850287652105,-0.0005737431088805867,true,true,supported,supported
25,16,3,-0.038009048402054324,-0.07073331754062695,-0.005727598353157504,-0.0011481631107591594,true,true,supported,supported
25,16,4,0.007507234480337521,-0.04299766159197549,-0.008586642042826997,-0.0017232710691525988,true,true,supported,supported
25,16,5,0.05623483989232303,0.01999925776710354,-0.01144251922178463,-0.0022990596478537073,true,true,supported,supported
25,16,6,-0.02259339721734077,-0.08422791277545139,-0.014295232358622956,-0.0028755300241831705,true,true,supported,supported
