duration_us,draw_id,image_q,delta_eta_q_given_1,delta_rho_y_q_given_1,truth_delta_eta_q_given_1,truth_delta_rho_y_q_given_1,eta_pair_supported,rho_y_pair_supported,eta_pair_reason,rho_y_pair_reason
100,62,14,-0.17116728758431565,-0.04142801556011633,-0.14483868152288548,-0.030808471984895003,true,true,supported,supported
100,62,15,-0.16623133880874252,-0.04885278740113885,-0.1556323224851307,-0.03326750608379536,true,true,supported,supported
100,63,1,0.0,0.0,0.0,0.0,true,true,supported,supported
100,63,2,0.031693009222493074,0.016896101770083716,-0.01144251922178463,-0.0022990596478537073,true,true,supported,supported
100,63,3,-0.018243419880444423,-0.005310174356208952,-0.022834405935228896,-0.004609178441481565,true,true,supported,supported
100,63,4,-0.026174943467709544,-0.033404732270293946,-0.03417601520363278,-0.006930613128595886,true,true,supported,supported
100,63,5,-0.04800645193342101,-0.03464188231720822,-0.04546743062120617,-0.009263535895236208,true,true,supported,supported
100,63,6,-0.01610824871550609,-0.025625255392819235,-0.056708336970759055,-0.011608053053717593,true,true,supported,supported
100,63,7,-0.021938743342924116,-0.019220267150579673,-0.06789901947459309,-0.01396439853007514,true,true,supported,supported
100,63,8,-0.05282118010521464,-0.042834149530334376,-0.07904011104729458,-0.0163329104618839,true,true,supported,supported
100,63,9,-0.04221419392953618,-0.0220618785023734,-0.09013118890064764,-0.018713661427476103,true,true,supported,supported
100,63,10,-0.10183633876515907,-0.059263731406827946,-0.10117216454028588,-0.021106823250838902,true,true,supported,supported
100,63,11,-0.07365620271372464,-0.0457497440324367,-0.1121632868884026,-0.023512653366313363,true,true,supported,supported
100,63,12,-0.10095248208471974,-0.06984720318281168,-0.12310468700713728,-0.025931402512729185,true,true,supported,supported
100,63,13,-0.12488357975773756,-0.03338136905601452,-0.13399646036816137,-0.028363255966455614,true,true,supported,supported
100,63,14,-0.0995259786797017,-0.05735540075355383,-0.14483868152288548,-0.030808471984895003,true,true,supported,supported
100,63,15,-0.1252765756074279,-0.030827380384175318,-0.1556323224851307,-0.03326750608379536,true,true,supported,supported
150,0,1,0.0,0.0,0.0,0.0,true,true,supported,supported
150,0,2,-0.016601332826067794,-0.03445648639721621,-0.017144780418153927,-0.00345272346108616,true,true,supported,supported
150,0,3,-0.03527051629407041,-0.018535960887672065,-0.03417601520363278,-0.006930613128595886,true,true,supported,supported
150,0,4,-0.04866561750269249,-0.03480900205935067,-0.05109417327923127,-0.010434328416402794,true,true,supported,supported
150,0,5,-0.06837352282744635,-0.02473833472244069,-0.06789901947459309,-0.01396439853007514,true,true,supported,supported
150,0,6,-0.08247762804885783,-0.05497044573370424,-0.08459193951108257,-0.0175217503731524,true,true,supported,supported
150,0,7,-0.12164924640865504,-0.04443214735350598,-0.10117216454028588,-0.021106823250838902,true,true,supported,supported
150,0,8,-0.11761368923264992,-0.05059735648022434,-0.11764019563580796,-0.024720393526136863,true,true,supported,supported
150,0,9,-0.1396047388820757,-0.059946190788882636,-0.13399646036816137,-0.028363255966455614,true,true,supported,supported
150,0,10,-0.1539994870878687,-0.09194197282555283,-0.15024172497623478,-0.03203628314860352,true,true,supported,supported
150,0,11,-0.17423289698483002,-0.06306105302365417,-0.16637602355004444,-0.03574024009935106,true,true,supported,supported
150,0,12,-0.18351293057138618,-0.08194570756963893,-0.18239863579193882,-0.03947577592515228,true,true,supported,supported
150,0,13,-0.19232646114608154,-0.05241670503526841,-0.19831012895115097,-0.04324382565070417,true,true,supported,supported
150,0,14,-0.21340778701118523,-0.06071573462993596,-0.21411068847671255,-0.04704526189227565,true,true,supported,supported
150,0,15,-0.23078307318148106,-0.10922571997336039,-0.22980045707614938,-0.050881040517256726,true,true,supported,supported
150,1,1,0.0,0.0,0.0,0.0,true,true,supported,supported
150,1,2,-0.017673501316704088,-0.00010101865056011405,-0.017144780418153927,-0.00345272346108616,true,true,supported,supported
150,1,3,-0.016985545180101758,-0.016048693398515224,-0.03417601520363278,-0.006930613128595886,true,true,supported,supported
150,1,4,-0.042870878862937056,-0.03780724408860925,-0.05109417327923127,-0.010434328416402794,true,true,supported,supported
150,1,5,-0.05750277051472885,-0.012056464629125352,-0.06789901947459309,-0.01396439853007514,true,true,supported,supported
150,1,6,-0.07260893136873436,-0.024832742391449614,-0.08459193951108257,-0.0175217503731524,true,true,supported,supported
150,1,7,-0.10338031030596384,-0.037230361616472085,-0.10117216454028588,-0.021106823250838902,true,true,supported,supported
150,1,8,-0.08710765495729467,-0.02959297781913628,-0.11764019563580796,-0.024720393526136863,true,true,supported,supported
150,1,9,-0.09137300410789462,-0.039310707254022415,-0.13399646036816137,-0.028363255966455614,true,true,supported,supported
150,1,10,-0.14290028152861955,-0.04365688331599715,-0.15024172497623478,-0.03203628314860352,true,true,supported,supported
150,1,11,-0.1700978210133357,-0.06841075081385817,-0.16637602355004444,-0.03574024009935106,true,true,supported,supported
150,1,12,-0.1821424248953899,-0.06206030860493572,-0.18239863579193882,-0.03947577592515228,true,true,supported,supported
150,1,13,-0.18616186744872543,-0.032984786064240934,-0.19831012895115097,-0.04324382565070417,true,true,supported,supported
150,1,14,-0.2128169823431788,-0.047160666861405964,-0.21411068847671255,-0.04704526189227565,true,true,supported,supported
150,1,15,-0.2231497286065004,-0.08238786987167179,-0.22980045707614938,-0.050881040517256726,true,true,supported,supported
150,2,1,0.0,0.0,0.0,0.0,true,true,supported,supported
150,2,2,-0.02746330328485025,-0.014287509796911957,-0.017144780418153927,-0.00345272346108616,true,true,supported,supported
150,2,3,-0.06128903518733231,-0.022344402246920803,-0.03417601520363278,-0.006930613128595886,true,true,supported,supported
150,2,4,-0.02509100019105992,0.010201262496752572,-0.05109417327923127,-0.010434328416402794,true,true,supported,supported
150,2,5,-0.061595015764052796,-0.01491902473046991,-0.06789901947459309,-0.01396439853007514,true,true,supported,supported
150,2,6,-0.07947191523937569,-0.023468371091342477,-0.08459193951108257,-0.0175217503731524,true,true,supported,supported
150,2,7,-0.09375729038257063,-0.024558401587224665,-0.10117216454028588,-0.021106823250838902,true,true,supported,supported
150,2,8,-0.12430038295669144,-0.03390025415202691,-0.11764019563580796,-0.024720393526136863,true,true,supported,supported
150,2,9,-0.14059450498318182,-0.022114472045873468,-0.13399646036816137,-0.028363255966455614,true,true,supported,supported
150,2,10,-0.15985445009803545,-0.015422077162129622,-0.15024172497623478,-0.03203628314860352,true,true,supported,supported
150,2,11,-0.17035347803629775,-0.035055021069327896,-0.16637602355004444,-0.03574024009935106,true,true,supported,supported
150,2,12,-0.2091365433431116,-0.035254859469404765,-0.18239863579193882,-0.03947577592515228,true,true,supported,supported
150,2,13,-0.22482238375199426,-0.0106719072427236,-0.19831012895115097,-0.04324382565070417,true,true,supported,supported
150,2,14,-0.2258249038904504,-0.04024419624321274,-0.21411068847671255,-0.04704526189227565,true,true,supported,supported
150,2,15,-0.24357648310263535,-0.03486189839223597,-0.22980045707614938,-0.050881040517256726,true,true,supported,supported
150,3,1,0.0,0.0,0.0,0.0,true,true,supported,supported
150,3,2,-0.008550664580353806,-0.022996741234218354,-0.017144780418153927,-0.00345272346108616,true,true,supported,supported
150,3,3,-0.02019000968857576,-0.026922190463738227,-0.03417601520363278,-0.006930613128595886,true,true,supported,supported
150,3,4,-0.04920833602505348,-0.011144218786758642,-0.05109417327923127,-0.010434328416402794,true,true,supported,supported
150,3,5,-0.03209739558342917,-0.0018207205601046272,-0.06789901947459309,-0.01396439853007514,true,true,supported,supported
150,3,6,-0.0545170925210543,-0.04085316450245369,-0.08459193951108257,-0.0175217503731524,true,true,supported,supported
150,3,7,-0.07165139707266455,-0.02370524537396168,-0.10117216454028588,-0.021106823250838902,true,true,supported,supported
150,3,8,-0.11711555212567104,-0.04273770672202304,-0.11764019563580796,-0.024720393526136863,true,true,supported,supported
150,3,9,-0.1315086563889334,-0.04722018161692543,-0.13399646036816137,-0.028363255966455614,true,true,supported,supported
150,3,10,-0.13392878112414364,-0.019601258759688878,-0.15024172497623478,-0.03203628314860352,true,true,supported,supported
150,3,11,-0.18340178381408034,-0.09223020150012529,-0.16637602355004444,-0.03574024009935106,true,true,supported,supported
150,3,12,-0.18109476186498186,-0.05779084206679741,-0.18239863579193882,-0.03947577592515228,true,true,supported,supported
150,3,13,-0.19845591791502404,-0.05527379187406378,-0.19831012895115097,-0.04324382565070417,true,true,supported,supported
150,3,14,-0.18185245333605704,-0.03300574394504718,-0.21411068847671255,-0.04704526189227565,true,true,supported,supported
150,3,15,-0.21201723354077173,-0.06157991032668786,-0.22980045707614938,-0.050881040517256726,true,true,supported,supported
150,4,1,0.0,0.0,0.0,0.0,true,true,supported,supported
150,4,2,-0.011896929038129556,-0.005292530144701546,-0.017144780418153927,-0.00345272346108616,true,true,supported,supported
150,4,3,-0.03933640864151322,-0.011912723155776628,-0.03417601520363278,-0.006930613128595886,true,true,supported,supported
150,4,4,-0.05391804299193448,-0.04122306545057719,-0.05109417327923127,-0.010434328416402794,true,true,supported,supported
150,4,5,-0.07101362057333949,-0.03693178540678599,-0.06789901947459309,-0.01396439853007514,true,true,supported,supported
150,4,6,-0.08862661067416422,-0.010618119421989869,-0.08459193951108257,-0.0175217503731524,true,true,supported,supported
150,4,7,-0.08713114309051773,-0.023109840623098843,-0.10117216454028588,-0.021106823250838902,true,true,supported,supported
150,4,8,-0.10901544447445832,-0.04288733265000766,-0.11764019563580796,-0.024720393526136863,true,true,supported,supported
150,4,9,-0.12908214535128382,-0.04478419091447172,-0.13399646036816137,-0.028363255966455614,true,true,supported,supported
150,4,10,-0.14014541394598057,-0.01997133166412346,-0.15024172497623478,-0.03203628314860352,true,true,supported,supported
150,4,11,-0.15198034697919371,-0.016583984680062835,-0.16637602355004444,-0.03574024009935106,true,true,supported,supported
150,4,12,-0.17695890665326275,-0.06399445822912408,-0.18239863579193882,-0.03947577592515228,true,true,supported,supported
150,4,13,-0.18284633155461594,-0.04319007076328796,-0.19831012895115097,-0.04324382565070417,true,true,supported,supported
150,4,14,-0.20606413421461311,-0.034349754469477856,-0.21411068847671255,-0.04704526189227565,true,true,supported,supported
150,4,15,-0.23803263025406163,-0.03323578525233051,-0.22980045707614938,-0.050881040517256726,true,true,supported,supported
150,5,1,0.0,0.0,0.0,0.0,true,true,supported,supported
150,5,2,-0.014721820328262858,0.0030265395514783577,-0.017144780418153927,-0.00345272346108616,true,true,supported,supported
150,5,3,-0.05301360525613452,-0.007232879801765124,-0.03417601520363278,-0.006930613128595886,true,true,supported,supported
150,5,4,-0.046283276599541234,-0.016138869422024804,-0.05109417327923127,-0.010434328416402794,true,true,supported,supported
150,5,5,-0.09286867405912935,-0.028672202201907693,-0.06789901947459309,-0.01396439853007514,true,true,supported,supported
150,5,6,-0.12124109750893108,-0.013917663133780511,-0.08459193951108257,-0.0175217503731524,true,true,supported,supported
150,5,7,-0.10182609064860848,-0.019223153630185896,-0.10117216454028588,-0.021106823250838902,true,true,supported,supported
150,5,8,-0.13913063489630217,-0.02194903697562056,-0.11764019563580796,-0.024720393526136863,true,true,supported,supported
150,5,9,-0.15282190807177176,-0.028129342442070104,-0.13399646036816137,-0.028363255966455614,true,true,supported,supported
150,5,10,-0.13805309994889858,-0.0477297626107821,-0.15024172497623478,-0.03203628314860352,true,true,supported,supported
150,5,11,-0.21041796924339173,-0.04334500032651978,-0.16637602355004444,-0.03574024009935106,true,true,supported,supported
150,5,12,-0.18727468676316572,-0.047750870785352784,-0.18239863579193882,-0.03947577592515228,true,true,supported,supported
150,5,13,-0.22246756097928544,-0.052564568076172824,-0.19831012895115097,-0.04324382565070417,true,true,supported,supported
150,5,14,-0.2232335574290062,-0.036816467644379514,-0.21411068847671255,-0.04704526189227565,true,true,supported,supported
150,5,15,-0.23422880950738822,-0.06624941443247678,-0.22980045707614938,-0.050881040517256726,true,true,supported,supported
150,6,1,0.0,0.0,0.0,0.0,true,true,supported,supported
150,6,2,-0.04487052367886779,-0.0010098171956837154,-0.017144780418153927,-0.00345272346108616,true,true,supported,supported
150,6,3,-0.05352131733998322,-0.01135359096294819,-0.03417601520363278,-0.006930613128595886,true,true,supported,supported
150,6,4,-0.04147323391499802,0.019558428741517808,-0.05109417327923127,-0.010434328416402794,true,true,supported,supported
150,6,5,-0.06110399919796394,0.02313992630106254,-0.06789901947459309,-0.01396439853007514,true,true,supported,supported
150,6,6,-0.05458204764278918,0.017490536705750293,-0.08459193951108257,-0.0175217503731524,true,true,supported,supported
150,6,7,-0.06517672492271631,0.010780385313951979,-0.10117216454028588,-0.021106823250838902,true,true,supported,supported
150,6,8,-0.12417702162502409,-0.0034328810613817318,-0.11764019563580796,-0.024720393526136863,true,true,supported,supported
150,6,9,-0.11481233382227862,-0.03257976660582329,-0.13399646036816137,-0.028363255966455614,true,true,supported,supported
150,6,10,-0.14364684892272617,-0.029825248821605865,-0.15024172497623478,-0.03203628314860352,true,true,supported,supported
150,6,11,-0.17043767783052666,-0.01898409004124746,-0.16637602355004444,-0.03574024009935106,true,true,supported,supported
150,6,12,-0.15659275495807767,-0.025351028514914664,-0.18239863579193882,-0.03947577592515228,true,true,supported,supported
150,6,13,-0.17066328223596117,-0.010556826130467822,-0.19831012895115097,-0.04324382565070417,true,true,supported,supported
150,6,14,-0.22424812718633447,-0.04280684880905394,-0.21411068847671255,-0.04704526189227565,true,true,supported,supported
150,6,15,-0.2213798991626802,-0.012795663229223986,-0.22980045707614938,-0.050881040517256726,true,true,supported,supported
150,7,1,0.0,0.0,0.0,0.0,true,true,supported,supported
150,7,2,-0.025795590361880505,0.009308128749731637,-0.017144780418153927,-0.00345272346108616,true,true,supported,supported
150,7,3,-0.043653881602378375,-0.0017679544429793914,-0.03417601520363278,-0.006930613128595886,true,true,supported,supported
150,7,4,-0.06979553625223356,-0.021476599948145103,-0.05109417327923127,-0.010434328416402794,true,true,supported,supported
150,7,5,-0.09399574433018698,-0.023294749008239357,-0.06789901947459309,-0.01396439853007514,true,true,supported,supported
150,7,6,-0.08891683452888965,0.004330479801480491,-0.08459193951108257,-0.0175217503731524,true,true,supported,supported
150,7,7,-0.08816476567258902,-0.04496801574057674,-0.10117216454028588,-0.021106823250838902,true,true,supported,supported
150,7,8,-0.12922507687536677,-0.03387422516376304,-0.11764019563580796,-0.024720393526136863,true,true,supported,supported
150,7,9,-0.15665242850054006,-0.04063212825295914,-0.13399646036816137,-0.028363255966455614,true,true,supported,supported
150,7,10,-0.1447545557023464,-0.025159208671572952,-0.15024172497623478,-0.03203628314860352,true,true,supported,supported
150,7,11,-0.1838414348549423,-0.03589814955961579,-0.16637602355004444,-0.03574024009935106,true,true,supported,supported
150,7,12,-0.1947860020242358,-0.059231370445495424,-0.18239863579193882,-0.03947577592515228,true,true,supported,supported
150,7,13,-0.19598159748030908,-0.042860333507670156,-0.19831012895115097,-0.04324382565070417,true,true,supported,supported
150,7,14,-0.24238699872972203,-0.05557295023588982,-0.21411068847671255,-0.04704526189227565,true,true,supported,supported
150,7,15,-0.2201018699240097,-0.05814277952385449,-0.22980045707614938,-0.050881040517256726,true,true,supported,supported
150,8,1,0.0,0.0,0.0,0.0,true,true,supported,supported
150,8,2,-0.0005076033675625036,0.0235405797984074,-0.017144780418153927,-0.00345272346108616,true,true,supported,supported
150,8,3,-0.025806010955489622,-0.0018886403635096638,-0.03417601520363278,-0.006930613128595886,true,true,supported,supported
150,8,4,-0.03867175214252094,-0.0012234945389106855,-0.05109417327923127,-0.010434328416402794,true,true,supported,supported
150,8,5,-0.0542413134319617,0.008550574702748115,-0.06789901947459309,-0.01396439853007514,true,true,supported,supported
150,8,6,-0.06118782124635469,-0.00809220866194782,-0.08459193951108257,-0.0175217503731524,true,true,supported,supported
150,8,7,-0.1252213570612034,-0.014761827509095715,-0.10117216454028588,-0.021106823250838902,true,true,supported,supported
150,8,8,-0.07933771229530384,0.0053954656586299166,-0.11764019563580796,-0.024720393526136863,true,true,supported,supported
150,8,9,-0.11959759339826903,-0.015132892112809881,-0.13399646036816137,-0.028363255966455614,true,true,supported,supported
150,8,10,-0.15214911847538803,-0.014572127832478188,-0.15024172497623478,-0.03203628314860352,true,true,supported,supported
150,8,11,-0.17130575821041216,-0.018991605454811267,-0.16637602355004444,-0.03574024009935106,true,true,supported,supported
150,8,12,-0.16404436724022264,-0.03309600371370036,-0.18239863579193882,-0.03947577592515228,true,true,supported,supported
150,8,13,-0.18717058352019855,-0.016379639625215714,-0.19831012895115097,-0.04324382565070417,true,true,supported,supported
150,8,14,-0.21301538612659943,-0.022810547760508393,-0.21411068847671255,-0.04704526189227565,true,true,supported,supported
150,8,15,-0.23025687143563467,-0.04479214792649322,-0.22980045707614938,-0.050881040517256726,true,true,supported,supported
150,9,1,0.0,0.0,0.0,0.0,true,true,supported,supported
150,9,2,-0.011956950473074546,0.027654719551131857,-0.017144780418153927,-0.00345272346108616,true,true,supported,supported
150,9,3,-0.0384733052676427,0.038893526477301155,-0.03417601520363278,-0.006930613128595886,true,true,supported,supported
150,9,4,-0.06507577191026093,0.010065809767347944,-0.05109417327923127,-0.010434328416402794,true,true,supported,supported
150,9,5,-0.05880314075390569,-0.010280800529950063,-0.06789901947459309,-0.01396439853007514,true,true,supported,supported
150,9,6,-0.08716035000573985,0.004989607133088936,-0.08459193951108257,-0.0175217503731524,true,true,supported,supported
150,9,7,-0.09480764051452184,-0.013260707035015806,-0.10117216454028588,-0.021106823250838902,true,true,supported,supported
150,9,8,-0.11729351929297072,0.004532700872757589,-0.11764019563580796,-0.024720393526136863,true,true,supported,supported
150,9,9,-0.14529790207014703,-0.024057885951328628,-0.13399646036816137,-0.028363255966455614,true,true,supported,supported
150,9,10,-0.16797221952038222,-0.039575587741702334,-0.15024172497623478,-0.03203628314860352,true,true,supported,supported
150,9,11,-0.15493022057943429,0.00034964852662444645,-0.16637602355004444,-0.03574024009935106,true,true,supported,supported
150,9,12,-0.2051057793068698,-0.05682076833416738,-0.18239863579193882,-0.03947577592515228,true,true,supported,supported
150,9,13,-0.18499647845465705,-0.013565647182442131,-0.19831012895115097,-0.04324382565070417,true,true,supported,supported
150,9,14,-0.2078413639311658,-0.05167720614223348,-0.21411068847671255,-0.04704526189227565,true,true,supported,supported
150,9,15,-0.24436318582820638,-0.06659508090048649,-0.22980045707614938,-0.050881040517256726,true,true,supported,supported
150,10,1,0.0,0.0,0.0,0.0,true,true,supported,supported
150,10,2,-0.00015756513602760425,0.010951402920436282,-0.017144780418153927,-0.00345272346108616,true,true,supported,supported
150,10,3,-0.0371078174348648,0.02740275040152229,-0.03417601520363278,-0.006930613128595886,true,true,supported,supported
150,10,4,-0.050499334493490644,0.0005176202992182022,-0.05109417327923127,-0.010434328416402794,true,true,supported,supported
150,10,5,-0.05528874074229306,-0.013966522082475064,-0.06789901947459309,-0.01396439853007514,true,true,supported,supported
150,10,6,-0.033431790949510876,-0.0003789091621789753,-0.08459193951108257,-0.0175217503731524,true,true,supported,supported
150,10,7,-0.0855656128618788,-0.010111284640679452,-0.10117216454028588,-0.021106823250838902,true,true,supported,supported
150,10,8,-0.11269447653824993,0.0011591551643765907,-0.11764019563580796,-0.024720393526136863,true,true,supported,supported
150,10,9,-0.10112349780802998,-0.019224668597064065,-0.13399646036816137,-0.028363255966455614,true,true,supported,supported
150,10,10,-0.14254071488249165,-0.020054775131635783,-0.15024172497623478,-0.03203628314860352,true,true,supported,supported
150,10,11,-0.12970657359257742,-0.021808645762912637,-0.16637602355004444,-0.03574024009935106,true,true,supported,supported
150,10,12,-0.1765865273596703,-0.03468132190963358,-0.18239863579193882,-0.03947577592515228,true,true,supported,supported
150,10,13,-0.14937407350522958,-0.019964336040795394,-0.19831012895115097,-0.04324382565070417,true,true,supported,supported
150,10,14,-0.19752611900253803,-0.01659261655596822,-0.21411068847671255,-0.04704526189227565,true,true,supported,supported
150,10,15,-0.21019208322856242,-0.027403689690341237,-0.22980045707614938,-0.050881040517256726,true,true,supported,supported
150,11,1,0.0,0.0,0.0,0.0,true,true,supported,supported
150,11,2,-0.05419174434315055,-0.013861797370665063,-0.017144780418153927,-0.00345272346108616,true,true,supported,supported
150,11,3,-0.047387786400600485,-0.034680003539956705,-0.03417601520363278,-0.006930613128595886,true,true,supported,supported
150,11,4,-0.0470992567847518,-6.745268731167542e-05,-0.05109417327923127,-0.010434328416402794,true,true,supported,supported
150,11,5,-0.08137819363370957,-0.021147793486574917,-0.06789901947459309,-0.01396439853007514,true,true,supported,supported
150,11,6,-0.11301406992345941,-0.021441297167616002,-0.08459193951108257,-0.0175217503731524,true,true,supported,supported
150,11,7,-0.10367437996235429,-0.03681647634861862,-0.10117216454028588,-0.021106823250838902,true,true,supported,supported
150,11,8,-0.1343260728313982,-0.03061254873745889,-0.11764019563580796,-0.024720393526136863,true,true,supported,supported
150,11,9,-0.15706522636795894,-0.04024205038131623,-0.13399646036816137,-0.028363255966455614,true,true,supported,supported
150,11,10,-0.14496008708085917,-0.03394139420015896,-0.15024172497623478,-0.03203628314860352,true,true,supported,supported
150,11,11,-0.16345837929153584,-0.023152690723413527,-0.16637602355004444,-0.03574024009935106,true,true,supported,supported
150,11,12,-0.18885252852999823,-0.0539914221022465,-0.18239863579193882,-0.03947577592515228,true,true,supported,supported
150,11,13,-0.18897680808996686,-0.05762187986448819,-0.19831012895115097,-0.04324382565070417,true,true,supported,supported
150,11,14,-0.21389922788221294,-0.04634311462707341,-0.21411068847671255,-0.04704526189227565,true,true,supported,supported
150,11,15,-0.23475532984183956,-0.05877298836149236,-0.22980045707614938,-0.050881040517256726,true,true,supported,supported
150,12,1,0.0,0.0,0.0,0.0,true,true,supported,supported
150,12,2,0.026905658142223343,0.027368586272046747,-0.017144780418153927,-0.00345272346108616,true,true,supported,supported
150,12,3,-0.03357997168329585,0.019532889899563255,-0.03417601520363278,-0.006930613128595886,true,true,supported,supported
150,12,4,-0.07310212771029223,-0.03217318940107394,-0.05109417327923127,-0.010434328416402794,true,true,supported,supported
150,12,5,-0.06159115595169973,-0.011703699327922257,-0.06789901947459309,-0.01396439853007514,true,true,supported,supported
150,12,6,-0.12394487240380003,-0.04721619329403104,-0.08459193951108257,-0.0175217503731524,true,true,supported,supported
150,12,7,-0.11191519506198389,-0.022611071220141166,-0.10117216454028588,-0.021106823250838902,true,true,supported,supported
150,12,8,-0.1202284729876848,-0.01325807719903227,-0.11764019563580796,-0.024720393526136863,true,true,supported,supported
150,12,9,-0.12733132113565193,-0.017394774850481354,-0.13399646036816137,-0.028363255966455614,true,true,supported,supported
150,12,10,-0.140148589123277,-0.03595618763924846,-0.15024172497623478,-0.03203628314860352,true,true,supported,supported
150,12,11,-0.16204035873557854,-0.040149424331094585,-0.16637602355004444,-0.03574024009935106,true,true,supported,supported
150,12,12,-0.16887003130010458,-0.024180210789654266,-0.18239863579193882,-0.03947577592515228,true,true,supported,supported
150,12,13,-0.193369284118737,-0.013716038793942786,-0.19831012895115097,-0.04324382565070417,true,true,supported,supported
150,12,14,-0.2339905109832614,-0.04908756439604389,-0.21411068847671255,-0.04704526189227565,true,true,supported,supported
150,12,15,-0.22785427605666841,-0.02757369965758938,-0.22980045707614938,-0.050881040517256726,true,true,supported,supported
150,13,1,0.0,0.0,0.0,0.0,true,true,supported,supported
150,13,2,0.0032877547599792223,0.011900119566970457,-0.017144780418153927,-0.00345272346108616,true,true,supported,supported
150,13,3,0.005147732802298077,0.0030982895068480953,-0.03417601520363278,-0.006930613128595886,true,true,supported,supported
150,13,4,-0.026711048126807135,0.016751896824839685,-0.05109417327923127,-0.010434328416402794,true,true,supported,supported
150,13,5,-0.0532655593557112,0.013077617238147043,-0.06789901947459309,-0.01396439853007514,true,true,supported,supported
150,13,6,-0.043041525962054794,-0.0017676176500865948,-0.08459193951108257,-0.0175217503731524,true,true,supported,supported
150,13,7,-0.07719464721569314,0.0040012634298323135,-0.10117216454028588,-0.021106823250838902,true,true,supported,supported
150,13,8,-0.07952361102745475,-0.009249575343099892,-0.11764019563580796,-0.024720393526136863,true,true,supported,supported
150,13,9,-0.13190637752115564,-0.04263376505763705,-0.13399646036816137,-0.028363255966455614,true,true,supported,supported
150,13,10,-0.13270039514336862,-0.033143955426572225,-0.15024172497623478,-0.03203628314860352,true,true,supported,supported
150,13,11,-0.13833290945310894,0.003291881456832013,-0.16637602355004444,-0.03574024009935106,true,true,supported,supported
150,13,12,-0.16289865390744185,-0.03454998987777114,-0.18239863579193882,-0.03947577592515228,true,true,supported,supported
150,13,13,-0.1682287327714327,-0.027715623374161336,-0.19831012895115097,-0.04324382565070417,true,true,supported,supported
150,13,14,-0.19541247685053775,-0.051804888513588776,-0.21411068847671255,-0.04704526189227565,true,true,supported,supported
150,13,15,-0.20436393024806354,-0.048932682345735445,-0.22980045707614938,-0.050881040517256726,true,true,supported,supported
150,14,1,0.0,0.0,0.0,0.0,true,true,supported,supported
150,14,2,-0.0016534527960192502,-0.012956284012033192,-0.017144780418153927,-0.00345272346108616,true,true,supported,supported
150,14,3,-0.03809552946944128,-0.012556497967255886,-0.03417601520363278,-0.006930613128595886,true,true,supported,supported
150,14,4,-0.06145019912461458,-0.030960533398120105,-0.05109417327923127,-0.010434328416402794,true,true,supported,supported
150,14,5,-0.0739815452242698,-0.02849751914476606,-0.06789901947459309,-0.01396439853007514,true,true,supported,supported
150,14,6,-0.1091746960547526,-0.03745935873536321,-0.08459193951108257,-0.0175217503731524,true,true,supported,supported
150,14,7,-0.1252608073545275,-0.022040506844584806,-0.10117216454028588,-0.021106823250838902,true,true,supported,supported
150,14,8,-0.16448157286810405,-0.047434674825452494,-0.11764019563580796,-0.024720393526136863,true,true,supported,supported
150,14,9,-0.16686300512034158,-0.051870840543203234,-0.13399646036816137,-0.028363255966455614,true,true,supported,supported
150,14,10,-0.12988308633635381,-0.04331683077336013,-0.15024172497623478,-0.03203628314860352,true,true,supported,supported
150,14,11,-0.18781767927581217,-0.08363460063994554,-0.16637602355004444,-0.03574024009935106,true,true,supported,supported
150,14,12,-0.19074764348972328,-0.05672579949022605,-0.18239863579193882,-0.03947577592515228,true,true,supported,supported
150,14,13,-0.2351859448839686,-0.08006257679243123,-0.19831012895115097,-0.04324382565070417,true,true,supported,supported
150,14,14,-0.24468457408494138,-0.07344358597673961,-0.21411068847671255,-0.04704526189227565,true,true,supported,supported
150,14,15,-0.2669472185987114,-0.06690588296285815,-0.22980045707614938,-0.050881040517256726,true,true,supported,supported
150,15,1,0.0,0.0,0.0,0.0,true,true,supported,supported
150,15,2,0.0006909386481284141,0.019267431074828645,-0.017144780418153927,-0.00345272346108616,true,true,supported,supported
150,15,3,-0.027190282240817876,0.006941192464209767,-0.03417601520363278,-0.006930613128595886,true,true,supported,supported
150,15,4,-0.05134769630559344,-0.01828544782536734,-0.05109417327923127,-0.010434328416402794,true,true,supported,supported
150,15,5,-0.07630640442927727,-0.023019301390108993,-0.06789901947459309,-0.01396439853007514,true,true,supported,supported
150,15,6,-0.07796142651129723,-0.011415256787155825,-0.08459193951108257,-0.0175217503731524,true,true,supported,supported
150,15,7,-0.09006648860774513,0.0005656525852869576,-0.10117216454028588,-0.021106823250838902,true,true,supported,supported
150,15,8,-0.08434784831993147,-0.020646422184821045,-0.11764019563580796,-0.024720393526136863,true,true,supported,supported
150,15,9,-0.13204208420356256,-0.022354063788217915,-0.13399646036816137,-0.028363255966455614,true,true,supported,supported
150,15,10,-0.1596503899799534,-0.00024038012672056297,-0.15024172497623478,-0.03203628314860352,true,true,supported,supported
150,15,11,-0.14683081803324416,-0.054106592424504774,-0.16637602355004444,-0.03574024009935106,true,true,supported,supported
150,15,12,-0.16022076668521001,-0.03024172915564327,-0.18239863579193882,-0.03947577592515228,true,true,supported,supported
150,15,13,-0.21595413088234217,-0.05694227307952948,-0.19831012895115097,-0.04324382565070417,true,true,supported,supported
