method,state,duration_us,draw_id,d_peak_hat_um,nu_vp_hat,d_peak_truth_um,nu_vp_truth,d_peak_conditional_sd_um,nu_vp_conditional_sd,old_d_peak_supported,old_nu_vp_supported,selected_locally_eligible,minimum_distinct_alternative_delta_q,d_peak_competitive_alternative_count,nu_vp_competitive_alternative_count,d_peak_supported,nu_vp_supported,support_rule
dgi,separated_droplets,25,31,2.8000056481069997,0.09145294319579847,2.799987273455,0.08736061642362755,0.022069984338036613,0.017857971730076083,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,32,2.796772602986,0.09838453147014875,2.799987273455,0.08736061642362755,0.02292636837583951,0.019294335265641786,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,33,2.816300930631,0.06230918706067404,2.799987273455,0.08736061642362755,0.021304250162741768,0.01438670235590522,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,34,2.7743405982300002,0.10723454558489318,2.799987273455,0.08736061642362755,0.02276631978813419,0.020870879842351458,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,35,2.787432114754,0.07381614610159042,2.799987273455,0.08736061642362755,0.021489554829850904,0.015314168001866043,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,36,2.8027726116665,0.10198622267117508,2.799987273455,0.08736061642362755,0.021198204027846824,0.018357989035878174,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,37,2.7763446863025,0.09941446135379989,2.799987273455,0.08736061642362755,0.02213174296842311,0.01985571659495435,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,38,2.8104549017135003,0.08161796538076266,2.799987273455,0.08736061642362755,0.019925963410840276,0.015032794355195847,True,False,True,1.3515615811602402,0,1,True,False,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,39,2.8069115107530003,0.10695172528417828,2.799987273455,0.08736061642362755,0.022215058826753658,0.020416535285408023,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,40,2.7977509520615,0.1314997759131335,2.799987273455,0.08736061642362755,0.023030048383737064,0.023104472423619904,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,41,2.788184936514,0.0876320900832048,2.799987273455,0.08736061642362755,0.020192088631025725,0.01633345924652227,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,42,2.8273875851175,0.10258493377757819,2.799987273455,0.08736061642362755,0.023256601985824292,0.020371599143243067,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,43,2.7829249699745002,0.10300826334416274,2.799987273455,0.08736061642362755,0.02218030803197908,0.019371232747659763,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,44,2.8376255059555,0.10507738287344703,2.799987273455,0.08736061642362755,0.023780216073201264,0.02180182223932408,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,45,2.7760957912424997,0.0851262760107905,2.799987273455,0.08736061642362755,0.022860000336080304,0.01808657135497146,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,46,2.79168179746,0.1145981664590584,2.799987273455,0.08736061642362755,0.023138956934787493,0.02186257654568492,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,47,2.787013542031,0.10429404684165136,2.799987273455,0.08736061642362755,0.022461236864550895,0.0198055458189504,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,48,2.798561301697,0.07517130185480371,2.799987273455,0.08736061642362755,0.022289838568495365,0.016737924907227295,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,49,2.803509839892,0.08958403997613903,2.799987273455,0.08736061642362755,0.02214350759163011,0.017311936375120438,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,50,2.7757867445805,0.09587219799917024,2.799987273455,0.08736061642362755,0.022191881688343244,0.01734421730332215,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,51,2.811481336492,0.05544507253926746,2.799987273455,0.08736061642362755,0.02082060186304887,0.013168511050994118,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,52,2.7995200303985,0.12590495716631264,2.799987273455,0.08736061642362755,0.022860859546826894,0.02216722902094036,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,53,2.8310839539805,0.09651634710080799,2.799987273455,0.08736061642362755,0.021627367980346444,0.01809988317842486,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,54,2.8323283977345,0.07419697322395592,2.799987273455,0.08736061642362755,0.021163923260680007,0.01514461478132762,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,55,2.8108758273515,0.11190406220169644,2.799987273455,0.08736061642362755,0.021173306028652885,0.020231977353940913,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,56,2.8394643174455,0.08232101812045753,2.799987273455,0.08736061642362755,0.02169931800173167,0.016316867609404553,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,57,2.7829701964205,0.0848727399303204,2.799987273455,0.08736061642362755,0.022070919504661047,0.017348726778451742,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,58,2.8269473928010003,0.07065820705790805,2.799987273455,0.08736061642362755,0.019555673998477012,0.01393295796280817,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,59,2.825369975772,0.09907847183830228,2.799987273455,0.08736061642362755,0.02280804689829292,0.020584065015766578,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
dgi,separated_droplets,25,60,2.7528850088855,0.10473169076646249,2.799987273455,0.08736061642362755,0.022557937663546614,0.019650256093616203,True,True,True,,0,0,True,True,local_support_plus_joint_95pct_likelihood_competition
