draw_id,state,duration_us,start_id,start_eta,start_d_um,start_sigma_y_um,start_y0_um,optimizer_success,finite,converged,termination_status,termination_message,nfev_total,nfev_by_irls_pass_json,raw_objective,reduced_raw_objective,maximum_absolute_whitened_residual,eta_hat,d_hat_um,sigma_y_hat_um,y0_hat_um,active_physical_bounds,active_nuisance_bounds,fit_vector_json,runtime_seconds,jacobian_rank,jacobian_condition,morphology_rank_after_y0_and_nuisance_projection,morphology_projected_singular_values_json,physical_censored,nuisance_censored,topology_valid,d_peak_um,nu_vp,d_peak_conditional_sd_um,nu_vp_conditional_sd,d_peak_supported_local,nu_vp_supported_local
2,connected_modulated,25,0,1.0,2.8,0.75,0.0,true,true,true,2,`ftol` termination condition is satisfied.,13,"[8,5]",7537.460099364738,1.0407981357863487,3.9665345530258556,1.0007005698067655,2.7861400321162444,0.974755191743592,-0.04562461114393147,0,1,"[0.0007003245222910231,1.0246571368784898,-0.02556892490269184,-0.04562461114393147,0.9930413444357287,0.9967981509501729,0.009388703657637236,6.704344234797473e-24]",29.77705699999933,8,35.475745862173675,3,"[56.16552053211283,43.81325718411266,28.911251506714038]",false,false,true,2.718047500601,0.695819247967455,0.06459095610509832,0.06392015241526297,true,true
2,connected_modulated,25,1,0.6,2.2,0.4,0.0,true,true,true,2,`ftol` termination condition is satisfied.,18,"[11,7]",7536.5621533981575,1.0406741443521343,3.9664082115614403,0.9939451089681643,2.789784215033317,0.9738031230964858,-0.037614452952606584,0,1,"[-0.006073296216405844,1.0259642505602404,-0.026546128115568078,-0.037614452952606584,0.9929051467949523,0.9968205036563388,0.009492716027617195,7.65855438304785e-30]",41.61218409999856,8,35.56434619965933,3,"[58.18708448805161,42.304502698888776,28.839464071273827]",false,false,true,2.7230549172875,0.6929277940976158,0.06423439438743112,0.06363793187477045,true,true
2,connected_modulated,25,2,1.3,3.4,1.15,0.0,true,true,true,2,`ftol` termination condition is satisfied.,11,"[7,4]",7538.148371116698,1.0408931746916181,3.967017793060978,1.002340327068126,2.784165763825215,0.9845522743545213,-0.05066499077610873,0,1,"[0.0023375927680064847,1.0239482823035269,-0.015568284948913895,-0.05066499077610873,0.9931105089890968,0.9967126599228713,0.009396350368486803,2.165711119604425e-21]",24.977861999999732,8,36.73264652167902,3,"[53.83367789676082,42.3880266927379,27.921688550116116]",false,false,true,2.7089417839000003,0.7092641981975455,0.07026189490516936,0.06649573144767734,true,true
2,connected_modulated,25,3,0.8,3.2,0.55,0.8,true,true,true,2,`ftol` termination condition is satisfied.,14,"[8,6]",7537.002112239903,1.0407348953659077,3.9663916267384747,0.9981245060828563,2.787737419305598,0.9725792340131926,-0.041711157848988614,0,1,"[-0.0018772548579606254,1.025230306004294,-0.027803732244713518,-0.041711157848988614,0.992981327897348,0.9968234379345535,0.009428185613913523,1.0160046155231043e-26]",31.54041960000177,8,35.24624912239295,3,"[57.362959951541505,43.56120800036446,29.099587852958432]",false,false,true,2.7213858385689997,0.69226383303871,0.06345447490866184,0.06326453412849714,true,true
2,connected_modulated,25,4,1.2,2.4,1.0,-0.8,true,true,true,2,`ftol` termination condition is satisfied.,12,"[8,4]",7537.831802597388,1.0408494618333868,3.9668073906039534,1.0008946687999827,2.7855074010395025,0.9803352809584216,-0.04739229924634588,0,1,"[0.000894268822399118,1.0244300474629982,-0.01986064240143341,-0.04739229924634588,0.9930754006125185,0.9967498816516552,0.009356103060454446,9.31365163345728e-21]",26.271997699994245,8,36.07365273245869,3,"[55.31659738700181,42.949355233919505,28.431878652660522]",false,false,true,2.7135294322115,0.7032938581867867,0.06733759523056614,0.06498927058028113,true,true
3,connected_modulated,25,0,1.0,2.8,0.75,0.0,true,true,true,2,`ftol` termination condition is satisfied.,10,"[6,4]",7168.900954626328,0.9899062351044363,3.8209461622750864,0.9660658650805759,2.7777406802731357,0.9103941138482646,-0.013452455794497368,0,2,"[-0.03452326378076992,1.02163789234113,-0.09387768108762308,-0.013452455794497368,0.9873165826954907,0.9993219465218104,5.781728233250266e-17,6.60018681049259e-19]",22.97752479999326,8,34.02324399006942,3,"[54.56634918503962,45.45343011866456,30.36532353225867]",false,false,true,2.7418532720354998,0.6106957056268907,0.05397465318110629,0.06306043900774318,true,true
3,connected_modulated,25,1,0.6,2.2,0.4,0.0,true,true,true,2,`ftol` termination condition is satisfied.,11,"[7,4]",7168.469774184526,0.9898466962419947,3.8213343032760654,0.9618031123098291,2.773719802108664,0.913941896279518,-0.007397043855648482,0,2,"[-0.03894551422175889,1.0201893081783324,-0.08998828035885197,-0.007397043855648482,0.9872474733165146,0.9993236618215346,2.6503810653209844e-16,2.5599403708578266e-16]",26.82449309999356,8,33.72774881685609,3,"[55.321751180793285,47.573989442650934,30.644296251876458]",false,false,true,2.7358948108780003,0.6178022986917544,0.05279644309525617,0.06208026254711446,true,true
3,connected_modulated,25,2,1.3,3.4,1.15,0.0,true,true,true,2,`ftol` termination condition is satisfied.,11,"[6,5]",7169.313331804597,0.9899631775482735,3.8206782368965198,0.969214630176984,2.783079557308567,0.9056073551209466,-0.020184613980588937,0,2,"[-0.031269195047439725,1.0235580690228916,-0.09914944974536713,-0.020184613980588937,0.9873642905943156,0.9993314009326941,1.893584606953626e-17,2.4418523675789474e-20]",23.37334340000234,8,33.733815003232095,3,"[55.015329383441,44.761059377493375,30.620407324248518]",false,false,true,2.749667994499,0.6010953400529637,0.053526701778704944,0.06255536898463188,true,true
3,connected_modulated,25,3,0.8,3.2,0.55,0.8,true,true,true,2,`ftol` termination condition is satisfied.,12,"[7,5]",7168.8852714286295,0.989904069515138,3.8209044868647766,0.9661577075167955,2.7787172202336956,0.9068787733417031,-0.0066190948376822515,0,2,"[-0.034428199795844695,1.0219893896396248,-0.09774649453447401,-0.0066190948376822515,0.9873240034203777,0.9993270054714032,1.2149792200276685e-17,6.250000000000102e-20]",25.525744600003236,8,34.171510361293535,3,"[51.937281084809214,46.17067714196523,30.217546413623058]",false,false,true,2.7443278002605,0.6050653812678495,0.05388339799251448,0.0644063230371003,true,true
3,connected_modulated,25,4,1.2,2.4,1.0,-0.8,true,true,true,2,`ftol` termination condition is satisfied.,12,"[8,4]",7169.208803219638,0.9899487438856169,3.8207380501635058,0.9685440055088519,2.779925006459169,0.9092655339639989,-0.016885838071118243,0,2,"[-0.03196136040029235,1.0224239512448603,-0.0951181108903409,-0.016885838071118243,0.9873536397717554,0.9993194132433953,5.526547499297961e-16,8.644459082467267e-17]",26.075270999994245,8,34.24520810785728,3,"[54.33934162372177,44.07560426057246,30.163359104632423]",false,false,true,2.744742098575,0.6079933775422067,0.05499410688336002,0.0636916663064043,true,true
4,connected_modulated,25,0,1.0,2.8,0.75,0.0,true,true,true,2,`ftol` termination condition is satisfied.,10,"[6,4]",7196.84225435517,0.9937644648377755,3.686550558015193,1.0340221678640686,2.763455351718749,0.9267931564259249,0.03501326973423262,0,1,"[0.03345621479653173,1.0164818357353878,-0.07602487054059912,0.03501326973423262,1.0001902347014218,0.9962026935014576,0.04795133520871764,1.753085556934927e-21]",48.935817899997346,8,33.48525605720126,3,"[54.21463061337449,45.84399235512669,30.63145444058718]",false,false,true,2.7185067475215003,0.6411834399240419,0.0558046186363046,0.06327015663240482,true,true
4,connected_modulated,25,1,0.6,2.2,0.4,0.0,true,true,true,2,`ftol` termination condition is satisfied.,13,"[8,5]",7196.39229271411,0.9937023326034397,3.686550558015193,1.034671608196202,2.755607191141533,0.9272241453239748,0.025705328129770808,0,1,"[0.034084089604281796,1.0136378143798672,-0.07555994617834381,0.025705328129770808,1.000155347465456,0.9962071485588284,0.0482562234431312,1.986047922607227e-25]",75.46311529999366,8,33.61919531764667,3,"[53.28738113985544,46.34178896191674,30.510044949917877]",false,false,true,2.709302026244,0.645532556309755,0.05625339636531007,0.06397728480635842,true,true
4,connected_modulated,25,2,1.3,3.4,1.15,0.0,true,true,true,2,`ftol` termination condition is satisfied.,12,"[7,5]",7196.960378904129,0.9937807758773998,3.686550558015193,1.0352834807411924,2.765388478571678,0.9288688998892933,0.03613316150255337,0,1,"[0.03467528365103374,1.0171811236845658,-0.07378766972908947,0.03613316150255337,1.0002205306198064,0.9961790134869797,0.04793234322976616,3.3946712347534244e-25]",55.749035399989225,8,34.02345518290854,3,"[53.31463867128973,44.49704341592517,30.147046916846158]",false,false,true,2.7197214508255003,0.6432060668569031,0.057698523056888294,0.06458931925565778,true,true
4,connected_modulated,25,3,0.8,3.2,0.55,0.8,true,true,true,2,`ftol` termination condition is satisfied.,11,"[7,4]",7196.502367296237,0.9937175320762548,3.686550558015193,1.0343912990616848,2.763167738167516,0.9249699816735688,0.03466204760448398,0,1,"[0.033813136860168624,1.0163777528092268,-0.0779939942410878,0.03466204760448398,1.0001729560198034,0.9962119142212418,0.04816040924043125,2.9430818216851727e-19]",59.7984204999957,8,33.11092556646388,3,"[55.04168676571316,45.86332373717764,30.977603979002392]",false,false,true,2.7190440931795,0.6387277046306863,0.055135878793560154,0.06247175540035471,true,true
4,connected_modulated,25,4,1.2,2.4,1.0,-0.8,true,true,true,2,`ftol` termination condition is satisfied.,12,"[7,5]",7197.166271240464,0.9938092061917239,3.686550558015193,1.0313837594523396,2.758517626905503,0.9313058548569193,0.026803280517589817,0,1,"[0.030901356391242335,1.014693443742741,-0.0711675327171521,0.026803280517589817,1.0001678070637718,0.9961921375762459,0.047687406485485535,8.493348092571159e-24]",69.87205900000117,8,34.04112000844743,3,"[53.49608891070018,46.32283552104254,30.13149203060535]",false,false,true,2.7106217125855,0.6499076468983258,0.0566811867589898,0.06413586552731337,true,true
5,connected_modulated,25,0,1.0,2.8,0.75,0.0,true,true,true,2,`ftol` termination condition is satisfied.,11,"[6,5]",7302.350781267352,1.0083334412133875,4.196049323566658,0.9871356363554727,2.656844812786079,0.921996163439495,0.1008830995452505,0,1,"[-0.012947826137754657,0.9771392581415824,-0.08121421656273117,0.1008830995452505,1.0070501701954477,0.9974757837962182,6.973457172496876e-14,0.02182621410227194]",64.9158688000025,8,36.61700995522326,3,"[52.913100318882435,43.43219130415368,28.217673189661205]",false,false,true,2.5967141153325,0.6854961531147075,0.06243963714641369,0.06748044485284703,true,true
5,connected_modulated,25,1,0.6,2.2,0.4,0.0,true,true,true,2,`ftol` termination condition is satisfied.,11,"[7,4]",7301.992228613175,1.008283931042968,4.196384318536191,0.9841872690993343,2.6523189715040494,0.9217209427659075,0.10093516161676465,0,1,"[-0.015939085911979723,0.9754343409221478,-0.08151276635077113,0.10093516161676465,1.0069916573010473,0.9974925051049984,2.3679603572694328e-08,0.0218265441009973]",61.60853669999051,8,36.412185036953105,3,"[54.05563655450127,43.13250230469252,28.368258948525394]",false,false,true,2.5914845728299998,0.6872894261796316,0.06202041426310658,0.06658100832440889,true,true
5,connected_modulated,25,2,1.3,3.4,1.15,0.0,true,true,true,2,`ftol` termination condition is satisfied.,15,"[9,6]",7302.782188241271,1.0083930113561546,4.195810887418087,0.9895888061206208,2.6595677944230705,0.9264721396365841,0.10225921850083042,0,1,"[-0.010465769487013197,0.9781636262921687,-0.07637130425759946,0.10225921850083042,1.0070918185354023,0.9974398219563896,1.3654673761601733e-13,0.02182756744790667]",94.61527289998776,8,37.059862131622154,3,"[52.71734539833439,42.622505477224564,27.88079306122586]",false,false,true,2.5971581189895,0.6903585323242334,0.06428412778399785,0.06806462554454396,true,true
5,connected_modulated,25,3,0.8,3.2,0.55,0.8,true,true,true,2,`ftol` termination condition is satisfied.,12,"[8,4]",7302.4467675566375,1.0083466953267934,4.196093128879385,0.9869257077939585,2.6563986106735413,0.92529130543524,0.10406966884561893,0,1,"[-0.013160513107111374,0.9769712996732703,-0.07764666625326232,0.10406966884561893,1.0070425155371256,0.9974604605353153,4.685708032815632e-08,0.02182696679022213]",52.204063700002735,8,37.05928284875988,3,"[52.87999815987392,42.20142463105413,27.871934893118613]",false,false,true,2.5941122271175,0.6902530254060019,0.06441643455868255,0.06808427342379858,true,true
5,connected_modulated,25,4,1.2,2.4,1.0,-0.8,true,true,true,2,`ftol` termination condition is satisfied.,15,"[9,6]",7302.353177261248,1.0083337720603767,4.196004967607995,0.9875095751437317,2.656278509571313,0.9216074414209634,0.09877889588543984,0,1,"[-0.012569085905786615,0.976926086648074,-0.08163591461459783,0.09877889588543984,1.0070579177848114,0.9974748878382893,6.801260161447695e-10,0.021827518900212787]",25.964058100013062,8,36.21279494581252,3,"[53.97562148639655,44.13961810626989,28.540019724410755]",false,false,true,2.5962795196365,0.6852300179584483,0.06098857838636247,0.06622500807893231,true,true
6,connected_modulated,25,0,1.0,2.8,0.75,0.0,true,true,true,2,`ftol` termination condition is satisfied.,10,"[7,3]",7011.656901189697,0.9681934412026646,3.9650491500085243,0.9712449192503516,2.8056976564345084,0.9326548390850044,-0.0528231518202542,0,0,"[-0.02917660845903148,1.0316522269207313,-0.06972009397234545,-0.0528231518202542,0.9972467292497997,0.9942110468613057,0.005476864629526971,0.008950787635570176]",22.43253450001066,8,33.9817069831747,3,"[55.16697419553815,45.574363636571924,30.223082044736206]",false,false,true,2.7639037488979996,0.6294833550094202,0.055822206589113854,0.06297372925836597,true,true
6,connected_modulated,25,1,0.6,2.2,0.4,0.0,true,true,true,2,`ftol` termination condition is satisfied.,15,"[11,4]",7011.7726691318585,0.9682094268340042,3.964980021325299,0.9714196316442234,2.80356978562431,0.9320573831557541,-0.05276104649214439,0,0,"[-0.028996739634779393,1.0308935285936327,-0.07036089628228749,-0.05276104649214439,0.9972482802822623,0.9942177506556781,0.0054478498123865715,0.008954158868750662]",33.91498440000578,8,33.955306788551816,3,"[56.16301880887416,44.887851234636656,30.244863755792753]",false,false,true,2.761758441736,0.6296393681817218,0.05603078564390828,0.06262103064840162,true,true
6,connected_modulated,25,2,1.3,3.4,1.15,0.0,true,true,true,2,`ftol` termination condition is satisfied.,11,"[7,4]",7011.648778584173,0.9681923196056577,3.965019581367194,0.9711484195853439,2.805485151418853,0.9323891208082936,-0.05329208955857261,0,0,"[-0.029275970069430016,1.0315764835265009,-0.07000503983337905,-0.05329208955857261,0.997241058324957,0.9942167294449471,0.005477405389688369,0.008949626797525]",24.234266900006332,8,33.93419013425877,3,"[55.38198793439561,45.616843845072964,30.270688703565494]",false,false,true,2.763781530033,0.6292064883230162,0.05570008638085242,0.06280394153027752,true,true
