role_name,mean,rms,lag_y,lag_z,within_declared_band
atom_000,0.0019737552500989609,1.0008443665005469,0.0043227513514075703,-0.0082655539680138758,true
atom_001,-0.0031696086034888964,1.0011453899465441,0.0036900669745972238,-0.0075583504762975762,true
bright_reference,0.0011216970883249347,0.99669776906684582,0.0054536470932291994,-0.0020538154009390312,true
dark,-4.2218360346442357e-05,0.99984374179964497,0.0053359284069472452,0.0019188697185068002,true
