observable,quantity,draw_index,native_value,reporting_scale_value
z_c_um,q1,41,-0.13599958421945818,-0.20923012956839721
z_c_um,q1,42,-0.02604669376999557,-0.040071836569223938
z_c_um,q1,43,-0.26922344576954166,-0.41418991656852561
z_c_um,q1,44,0.07408942387330128,0.11398372903584814
z_c_um,q1,45,-0.060304856356947455,-0.092776702087611448
z_c_um,q1,46,-0.1136943821358363,-0.17491443405513274
z_c_um,q1,47,-0.20716745947733708,-0.31871916842667242
z_c_um,q1,48,-0.081213096481877148,-0.12494322535673405
z_c_um,q1,49,-0.08001279487107664,-0.12309660749396403
z_c_um,q1,50,0.087754047719829836,0.1350062272612767
z_c_um,q1,51,-0.10081834055809692,-0.15510513932014908
z_c_um,q1,52,-0.057896013832381549,-0.089070790511356218
z_c_um,q1,53,-0.16607701896275931,-0.2555031060965528
z_c_um,q1,54,0.01341309258965258,0.02063552706100398
z_c_um,q1,55,-0.14613141336861449,-0.22481755902863768
z_c_um,q1,56,-0.16344012155818807,-0.25144634085875089
z_c_um,q1,57,-0.020599810443823564,-0.031692016067420857
z_c_um,q1,58,-0.19867694070097849,-0.30565683184765924
z_c_um,q1,59,-0.12799891799090873,-0.19692141229370574
z_c_um,q1,60,-0.062407778810650065,-0.096011967401000084
z_c_um,q1,61,-0.18085639289963218,-0.2782406044609726
z_c_um,q1,62,-0.10212947294361779,-0.15712226606710428
z_c_um,q1,63,-0.21845022142094361,-0.33607726372452862
z_c_um,q2,0,-0.10745220387741411,-0.16531108288832938
z_c_um,q2,1,-0.0025790166109021843,-0.0039677178629264169
z_c_um,q2,2,-0.0012603507468988294,-0.001939001149075102
z_c_um,q2,3,0.048985020434905144,0.075361569899854083
z_c_um,q2,4,0.12636485456088928,0.19440746855521426
z_c_um,q2,5,-0.13950244412006615,-0.21461914480010177
z_c_um,q2,6,0.070299104840300775,0.10815246898507813
z_c_um,q2,7,-0.053145251463300826,-0.081761925328155086
z_c_um,q2,8,-0.15953802101647854,-0.24544310925612084
z_c_um,q2,9,-0.13727780109714074,-0.21119661707252421
z_c_um,q2,10,-0.15606267582296615,-0.24009642434302483
z_c_um,q2,11,-0.3688466876100685,-0.56745644247702842
z_c_um,q2,12,-0.16906937265679814,-0.26010672716430483
z_c_um,q2,13,-0.0053974181127449975,-0.0083037201734538213
z_c_um,q2,14,0.12850621057336181,0.19770186242055662
z_c_um,q2,15,-0.034188671162265968,-0.05259795563425531
z_c_um,q2,16,0.065045330808112881,0.10006973970478907
z_c_um,q2,17,0.17136267951048673,0.26363489155459496
z_c_um,q2,18,-0.18074211762354506,-0.27806479634391545
z_c_um,q2,19,0.021707365680881743,0.033395947201356545
z_c_um,q2,20,0.023492503422534353,0.036142312957745178
z_c_um,q2,21,-0.094768581518575729,-0.14579781772088571
z_c_um,q2,22,-0.023313578818037257,-0.035867044335441911
z_c_um,q2,23,-0.062840455380575963,-0.096677623662424536
z_c_um,q2,24,-0.17392282439663162,-0.26757357599481785
z_c_um,q2,25,-0.088422243976281026,-0.13603422150197078
z_c_um,q2,26,-0.22229975773445676,-0.34199962728377964
z_c_um,q2,27,0.034018794555077399,0.052336607007811405
z_c_um,q2,28,0.2252915446518039,0.34660237638739061
z_c_um,q2,29,-0.041128301662005193,-0.063274310249238741
z_c_um,q2,30,0.10402052225708926,0.16003157270321425
z_c_um,q2,31,-0.17315974362140057,-0.26639960557138548
z_c_um,q2,32,-0.010336202653210143,-0.015901850235707893
z_c_um,q2,33,-0.18990338366844464,-0.29215905179760715
z_c_um,q2,34,-0.15899530157004038,-0.24460815626160057
z_c_um,q2,35,-0.059063551164157298,-0.090867001791011204
z_c_um,q2,36,-0.01435105463513533,-0.022078545592515871
z_c_um,q2,37,-0.20823822946705894,-0.32036650687239837
z_c_um,q2,38,-0.074689546431674331,-0.11490699451026817
z_c_um,q2,39,-0.12164657141497746,-0.18714857140765762
z_c_um,q2,40,-0.0088310411121864715,-0.013586217095671475
z_c_um,q2,41,-3.0700839682347365e-06,-4.7232061049565662e-06
z_c_um,q2,42,0.054400345982448924,0.083692839972998367
z_c_um,q2,43,-0.019667006234381626,-0.030256932668279401
z_c_um,q2,44,-0.051983232463465659,-0.079974203789947143
z_c_um,q2,45,-0.14863614378223636,-0.22867099043420977
z_c_um,q2,46,-0.2377246247050919,-0.36573019185398753
z_c_um,q2,47,-0.19648923091047737,-0.30229112447765749
z_c_um,q2,48,-0.14335674368108803,-0.22054883643244311
z_c_um,q2,49,0.17820639749310796,0.27416368845093531
z_c_um,q2,50,-0.15372356710489721,-0.2364977955459957
z_c_um,q2,51,-0.077680780366194011,-0.11950889287106768
z_c_um,q2,52,0.077595993284085285,0.11937845120628507
z_c_um,q2,53,-0.023322568565250987,-0.035880874715770728
z_c_um,q2,54,-0.0069113858180220138,-0.010632901258495385
z_c_um,q2,55,0.028472838375674915,0.043804366731807584
z_c_um,q2,56,0.11467615186653654,0.17642484902544084
z_c_um,q2,57,-0.30444135111017634,-0.46837130940027127
z_c_um,q2,58,0.06288763576328929,0.096750208866598922
z_c_um,q2,59,-0.069160262179019591,-0.1064004033523378
z_c_um,q2,60,-0.13885416517644444,-0.21362179257914529
z_c_um,q2,61,-0.11207530004183734,-0.17242353852590359
z_c_um,q2,62,-0.16333215535999701,-0.25128023901537999
z_c_um,q2,63,-0.086027428955167851,-0.13234989070025821
z_c_um,delta_21,0,0.003963141193199668,0.0060971402972302665
z_c_um,delta_21,1,0.0060836065231031269,0.009359394650927895
z_c_um,delta_21,2,0.075689142500678028,0.11644483461642773
z_c_um,delta_21,3,0.20501318489789305,0.31540489984291237
z_c_um,delta_21,4,0.29998691398048527,0.46151832920074654
z_c_um,delta_21,5,0.068573872789601892,0.10549826583015676
z_c_um,delta_21,6,0.095283227335216325,0.14658958051571741
z_c_um,delta_21,7,-0.020868755382135173,-0.032105777510977179
z_c_um,delta_21,8,-0.15585130823066459,-0.23977124343179168
z_c_um,delta_21,9,-0.22185434779047197,-0.34131438121611074
z_c_um,delta_21,10,-0.062165760232019404,-0.095639631126183691
z_c_um,delta_21,11,-0.23358855040584101,-0.35936700062437077
z_c_um,delta_21,12,-0.077628542402651074,-0.11942852677330934
z_c_um,delta_21,13,-0.037501912788455612,-0.057695250443777851
z_c_um,delta_21,14,0.096189844320200613,0.14798437587723171
z_c_um,delta_21,15,0.007859387144897638,0.012091364838304065
z_c_um,delta_21,16,0.11283441455953205,0.17359140701466469
z_c_um,delta_21,17,0.4644521027552721,0.7145416965465724
z_c_um,delta_21,18,-0.22010134689066074,-0.33861745675486266
z_c_um,delta_21,19,0.075473423019512847,0.11611295849155823
z_c_um,delta_21,20,-0.15825577170105959,-0.24347041800163013
z_c_um,delta_21,21,0.13364799988503384,0.20561230751543666
z_c_um,delta_21,22,-0.074174050560423227,-0.11411392393911265
z_c_um,delta_21,23,0.046170503252301431,0.071031543465079131
z_c_um,delta_21,24,-0.041759046504665609,-0.064244686930254771
z_c_um,delta_21,25,0.10742370884230996,0.16526724437278456
z_c_um,delta_21,26,0.022022013099699728,0.033880020153384205
z_c_um,delta_21,27,-0.0032875486204481386,-0.0050577671083817432
z_c_um,delta_21,28,0.29815545676898969,0.45870070272152258
z_c_um,delta_21,29,0.10276870270166392,0.15810569646409833
z_c_um,delta_21,30,0.30822950660427123,0.47419924092964805
z_c_um,delta_21,31,-0.10630376401980784,-0.16354425233816591
z_c_um,delta_21,32,0.1820161035604011,0.28002477470830939
z_c_um,delta_21,33,-0.11966798855162018,-0.18410459777172336
z_c_um,delta_21,34,-0.063454669268172281,-0.097622568104880431
z_c_um,delta_21,35,0.038402014974740446,0.059080023038062236
z_c_um,delta_21,36,0.11797178992365684,0.18149506142101052
z_c_um,delta_21,37,-0.083345771880481645,-0.12822426443151022
z_c_um,delta_21,38,0.14088703880147188,0.2167492904638029
z_c_um,delta_21,39,-0.14466065594125496,-0.22255485529423841
z_c_um,delta_21,40,0.087016152122162627,0.13387100326486556
z_c_um,delta_21,41,0.13599651413548994,0.2092254063622922
z_c_um,delta_21,42,0.080447039752444494,0.1237646765422223
z_c_um,delta_21,43,0.24955643953516005,0.38393298390024622
z_c_um,delta_21,44,-0.12607265633676695,-0.19395793282579529
z_c_um,delta_21,45,-0.088331287425288896,-0.13589428834659831
z_c_um,delta_21,46,-0.1240302425692556,-0.19081575779885476
z_c_um,delta_21,47,0.01067822856685971,0.016428043949014946
z_c_um,delta_21,48,-0.06214364719921088,-0.095605611075709029
z_c_um,delta_21,49,0.25821919236418461,0.39726029594489937
z_c_um,delta_21,50,-0.24147761482472704,-0.37150402280727235
z_c_um,delta_21,51,0.023137560191902912,0.035596246449081409
z_c_um,delta_21,52,0.13549200711646683,0.20844924171764129
z_c_um,delta_21,53,0.14275445039750834,0.21962223138078205
z_c_um,delta_21,54,-0.020324478407674595,-0.031268428319499365
z_c_um,delta_21,55,0.1746042517442894,0.26862192576044519
z_c_um,delta_21,56,0.27811627342472461,0.4278711898841917
z_c_um,delta_21,57,-0.28384154066635275,-0.43667929333285038
z_c_um,delta_21,58,0.26156457646426778,0.40240704071425809
z_c_um,delta_21,59,0.058838655811889143,0.090521008941367914
z_c_um,delta_21,60,-0.076446386365794372,-0.11760982517814518
z_c_um,delta_21,61,0.068781092857794837,0.10581706593506898
z_c_um,delta_21,62,-0.061202682416379217,-0.094157972948275701
z_c_um,delta_21,63,0.13242279246577576,0.20372737302427041
sigma_y_um,q1,0,11.4150764741094,3.3789295366449421
sigma_y_um,q1,1,9.8004247229443884,2.3020395664780544
sigma_y_um,q1,2,11.244903547947054,3.2654329159365103
sigma_y_um,q1,3,10.714043614085611,2.9113765456223759
sigma_y_um,q1,4,11.688532517657102,3.5613107035842302
sigma_y_um,q1,5,11.574607267269512,3.4853284000301503
sigma_y_um,q1,6,11.247209054310423,3.2669705705280201
sigma_y_um,q1,7,10.583288847311364,2.8241698171194027
sigma_y_um,q1,8,10.928482210701748,3.054396099991274
sigma_y_um,q1,9,11.56437493590618,3.4785039593985121
sigma_y_um,q1,10,10.848551470920114,3.0010863928567453
sigma_y_um,q1,11,11.148271717560432,3.2009844372678824
sigma_y_um,q1,12,11.363114134476289,3.3442733190816645
sigma_y_um,q1,13,10.378064356687565,2.6872955992418217
sigma_y_um,q1,14,11.790441715639021,3.6292789159837753
sigma_y_um,q1,15,10.795769477137892,2.9658835079817405
sigma_y_um,q1,16,10.807324584599419,2.9735901724810923
sigma_y_um,q1,17,10.93594409457685,3.0593727941284774
sigma_y_um,q1,18,10.508811307230495,2.7744971147190731
sigma_y_um,q1,19,11.988253314977777,3.7612091152709453
sigma_y_um,q1,20,10.689854043370806,2.8952433416255259
sigma_y_um,q1,21,9.7275175322043435,2.2534142066106098
sigma_y_um,q1,22,10.773811542604273,2.9512386909505919
sigma_y_um,q1,23,10.722939770333731,2.917309825928625
sigma_y_um,q1,24,11.258756958482193,3.2746724308022586
sigma_y_um,q1,25,10.917794437298555,3.0472679028595953
sigma_y_um,q1,26,10.775579144486866,2.9524175908200152
sigma_y_um,q1,27,9.9907411186358992,2.4289708490475772
sigma_y_um,q1,28,10.214848152257668,2.5784387554100507
sigma_y_um,q1,29,11.546134403238041,3.4663384589017965
sigma_y_um,q1,30,10.598876254917483,2.8345658191674117
sigma_y_um,q1,31,11.348079225084181,3.334245805027908
sigma_y_um,q1,32,11.887447599915625,3.6939768694274639
sigma_y_um,q1,33,11.088331636666798,3.1610074751280446
sigma_y_um,q1,34,11.055515970700226,3.1391211076693959
sigma_y_um,q1,35,11.576564265849303,3.4866336177903809
sigma_y_um,q1,36,11.738363658657633,3.5945455208794925
sigma_y_um,q1,37,10.797326918083961,2.9669222412768543
sigma_y_um,q1,38,11.864346522539703,3.6785696347044166
sigma_y_um,q1,39,11.666529778810029,3.5466360043721443
sigma_y_um,q1,40,10.99271946316553,3.0972390553464537
sigma_y_um,q1,41,10.266577142235498,2.612939340711987
sigma_y_um,q1,42,10.81509303514753,2.978771330878228
sigma_y_um,q1,43,10.860121606217737,3.008803080152624
sigma_y_um,q1,44,10.733936336800936,2.924643972208937
sigma_y_um,q1,45,10.97646644978591,3.0863991283585612
sigma_y_um,q1,46,11.439439237757695,3.3951782514526183
sigma_y_um,q1,47,10.409025632968442,2.7079451838140893
sigma_y_um,q1,48,10.022151196587149,2.449919761333744
sigma_y_um,q1,49,11.469480230362748,3.4152140539759168
sigma_y_um,q1,50,11.893706355967279,3.6981511389644615
sigma_y_um,q1,51,12.07438132999963,3.81865208739202
sigma_y_um,q1,52,11.537319457297853,3.460459341709063
sigma_y_um,q1,53,11.64546278926009,3.5325854019858589
sigma_y_um,q1,54,9.9068326232424724,2.3730081827724634
sigma_y_um,q1,55,11.168300693492391,3.2143427377672178
sigma_y_um,q1,56,10.680472384979115,2.8889862562705853
sigma_y_um,q1,57,11.039465527876933,3.1284162848612147
sigma_y_um,q1,58,11.301599566431591,3.3032462547015671
sigma_y_um,q1,59,10.90803985798164,3.0407620983590244
sigma_y_um,q1,60,11.033515411353861,3.1244478620725866
sigma_y_um,q1,61,9.6828761889708428,2.2236407184585993
sigma_y_um,q1,62,10.930350191649572,3.0556419475529681
sigma_y_um,q1,63,11.797764146724532,3.6341626022570139
sigma_y_um,q2,0,10.323003421121198,2.7260200386313969
sigma_y_um,q2,1,11.212778972606545,3.3194547321514842
sigma_y_um,q2,2,10.724150117660487,2.9935643272106827
sigma_y_um,q2,3,10.82005103470987,3.0575253241413036
sigma_y_um,q2,4,10.289046675908065,2.7033726297934533
sigma_y_um,q2,5,11.050421166697625,3.2111703961418985
sigma_y_um,q2,6,11.75497708424257,3.6810730859810166
sigma_y_um,q2,7,11.914271470490561,3.7873142780712485
sigma_y_um,q2,8,10.27538018437699,2.6942577803241692
sigma_y_um,q2,9,11.279904529820218,3.3642240387546645
sigma_y_um,q2,10,11.493903263413547,3.5069502270295008
sigma_y_um,q2,11,11.436121764633608,3.4684129285362313
sigma_y_um,q2,12,10.730242355658445,2.9976275377396013
sigma_y_um,q2,13,11.969839565714782,3.8243753498256159
sigma_y_um,q2,14,10.559033261505391,2.8834398460830242
sigma_y_um,q2,15,11.900471724885303,3.7781105549635043
sigma_y_um,q2,16,11.125375238747688,3.2611609209443149
sigma_y_um,q2,17,11.210468966703132,3.3179140765973587
sigma_y_um,q2,18,10.562788569574311,2.8859444441125301
sigma_y_um,q2,19,10.621788378945766,2.9252942933342188
sigma_y_um,q2,20,10.219843223884466,2.6572174738402468
sigma_y_um,q2,21,11.522708521877213,3.5261618582095404
sigma_y_um,q2,22,11.863636647625636,3.7535434461596173
sigma_y_um,q2,23,11.715803157855875,3.6549460846710127
sigma_y_um,q2,24,10.636247919655229,2.9349380659632116
sigma_y_um,q2,25,11.365829560450027,3.4215316306888139
sigma_y_um,q2,26,11.447438921810473,3.4759608923902174
sigma_y_um,q2,27,10.761150449746747,3.0182416525149085
sigma_y_um,q2,28,11.567862107818822,3.5562769859963854
sigma_y_um,q2,29,10.426621648463351,2.795128086029683
sigma_y_um,q2,30,10.186206127416863,2.634783254334176
sigma_y_um,q2,31,11.457318299754725,3.4825499311795265
sigma_y_um,q2,32,10.48821083759163,2.8362049188483387
sigma_y_um,q2,33,11.575122801889137,3.5611194968443938
sigma_y_um,q2,34,11.019478646539074,3.1905333209420066
sigma_y_um,q2,35,10.814246185154143,3.0536537869752371
sigma_y_um,q2,36,9.6790285172940767,2.2965217802792521
sigma_y_um,q2,37,12.05415055121513,3.8806064563751868
sigma_y_um,q2,38,10.643562870148816,2.9398167630650032
sigma_y_um,q2,39,12.150980440678246,3.9451870302976819
sigma_y_um,q2,40,9.7920079360083818,2.3718732625793426
sigma_y_um,q2,41,11.827284206439657,3.7292982308826903
sigma_y_um,q2,42,10.606172552221372,2.9148793371907464
sigma_y_um,q2,43,11.246946064285581,3.3422424313023251
sigma_y_um,q2,44,11.421458532686774,3.4586333042907045
sigma_y_um,q2,45,12.337724961193501,4.0697360551765156
sigma_y_um,q2,46,10.537332528733378,2.8689665694457611
sigma_y_um,q2,47,11.363932501435697,3.4202663895469558
sigma_y_um,q2,48,9.3871028705141892,2.1018223345164642
sigma_y_um,q2,49,9.9894859407049612,2.5035809713362771
sigma_y_um,q2,50,11.815228135877717,3.7212574496687787
sigma_y_um,q2,51,10.277175060066797,2.695454870425273
sigma_y_um,q2,52,9.6285959859384107,2.2628858664372378
sigma_y_um,q2,53,11.174118540097659,3.2936702049423858
sigma_y_um,q2,54,10.557107058555331,2.8821551674296066
sigma_y_um,q2,55,10.871839992787683,3.0920659050926758
sigma_y_um,q2,56,9.8512124284257094,2.4113596249030076
sigma_y_um,q2,57,11.161115102086132,3.2849975781903962
sigma_y_um,q2,58,10.428908773162256,2.7966534809930206
sigma_y_um,q2,59,11.471586734748227,3.4920662460897813
sigma_y_um,q2,60,10.810809107282616,3.0513614321786933
sigma_y_um,q2,61,9.8338953956379669,2.3998100514988874
sigma_y_um,q2,62,10.999107710837158,3.1769469508009038
sigma_y_um,q2,63,11.896936425861915,3.7757526916923183
sigma_y_um,delta_21,0,-1.0920730529882015,-0.65290949801354514
sigma_y_um,delta_21,1,1.4123542496621564,1.0174151656734298
sigma_y_um,delta_21,2,-0.5207534302865664,-0.2718685887258277
sigma_y_um,delta_21,3,0.10600742062425894,0.14614877851892763
sigma_y_um,delta_21,4,-1.399485841749037,-0.85793807379077724
sigma_y_um,delta_21,5,-0.52418610057188708,-0.27415800388825173
sigma_y_um,delta_21,6,0.50776802993214787,0.41410251545299653
sigma_y_um,delta_21,7,1.3309826231791977,0.96314446095184603
sigma_y_um,delta_21,8,-0.653102026324758,-0.36013831966710491
sigma_y_um,delta_21,9,-0.28447040608596197,-0.11427992064384759
sigma_y_um,delta_21,10,0.64535179249343244,0.50586383417275571
sigma_y_um,delta_21,11,0.28785004707317619,0.26742849126834911
sigma_y_um,delta_21,12,-0.63287177881784373,-0.34664578134206314
sigma_y_um,delta_21,13,1.591775209027217,1.1370797505837944
sigma_y_um,delta_21,14,-1.2314084541336303,-0.74583906990075133
sigma_y_um,delta_21,15,1.1047022477474115,0.81222704698176373
sigma_y_um,delta_21,16,0.31805065414826927,0.28757074846322284
sigma_y_um,delta_21,17,0.27452487212628185,0.25854128246888142
sigma_y_um,delta_21,18,0.053977262343815724,0.11144732939345685
sigma_y_um,delta_21,19,-1.3664649360320116,-0.8359148219367265
sigma_y_um,delta_21,20,-0.47001081948634038,-0.2380258677852792
sigma_y_um,delta_21,21,1.7951909896728697,1.2727476515989307
sigma_y_um,delta_21,22,1.0898251050213634,0.80230475520902511
sigma_y_um,delta_21,23,0.99286338752214398,0.73763625874238758
sigma_y_um,delta_21,24,-0.62250903882696385,-0.33973436483904695
sigma_y_um,delta_21,25,0.44803512315147209,0.37426372782921896
sigma_y_um,delta_21,26,0.67185977732360769,0.52354330157020224
sigma_y_um,delta_21,27,0.77040933111084797,0.58927080346733141
sigma_y_um,delta_21,28,1.3530139555611544,0.97783823058633457
sigma_y_um,delta_21,29,-1.1195127547746893,-0.67121037287211349
sigma_y_um,delta_21,30,-0.41267012750062015,-0.19978256483323581
sigma_y_um,delta_21,31,0.10923907467054406,0.1483041261516185
sigma_y_um,delta_21,32,-1.3992367623239943,-0.85777195057912503
sigma_y_um,delta_21,33,0.48679116522233912,0.40011202171634913
sigma_y_um,delta_21,34,-0.036037324161151574,0.051412213272610745
sigma_y_um,delta_21,35,-0.76231808069515949,-0.43297983081514385
sigma_y_um,delta_21,36,-2.0593351413635563,-1.2980237406002404
sigma_y_um,delta_21,37,1.2568236331311695,0.91368421509833253
sigma_y_um,delta_21,38,-1.220783652390887,-0.73875287163941328
sigma_y_um,delta_21,39,0.48445066186821784,0.39855102592553754
sigma_y_um,delta_21,40,-1.2007115271571482,-0.725365792767111
sigma_y_um,delta_21,41,1.5607070642041592,1.1163588901707033
sigma_y_um,delta_21,42,-0.20892048292615861,-0.063891993687481441
sigma_y_um,delta_21,43,0.38682445806784393,0.33343935114970102
sigma_y_um,delta_21,44,0.68752219588583863,0.53398933208176758
sigma_y_um,delta_21,45,1.3612585114075912,0.98333692681795382
sigma_y_um,delta_21,46,-0.90210670902431644,-0.52621168200685742
sigma_y_um,delta_21,47,0.95490686846725481,0.71232120573286639
sigma_y_um,delta_21,48,-0.63504832607296002,-0.34809742681727962
sigma_y_um,delta_21,49,-1.4799942896577871,-0.91163308263963949
sigma_y_um,delta_21,50,-0.07847822008956129,0.023106310704317352
sigma_y_um,delta_21,51,-1.7972062699328326,-1.1231972169667466
sigma_y_um,delta_21,52,-1.9087234713594423,-1.1975734752718252
sigma_y_um,delta_21,53,-0.47134424916243134,-0.23891519704347322
sigma_y_um,delta_21,54,0.65027443531285911,0.50914698465714325
sigma_y_um,delta_21,55,-0.2964607007047082,-0.12227683267454234
sigma_y_um,delta_21,56,-0.82925995655340579,-0.47762663136757777
sigma_y_um,delta_21,57,0.12164957420919897,0.15658129332918189
sigma_y_um,delta_21,58,-0.87269079326933507,-0.50659277370854638
sigma_y_um,delta_21,59,0.56354687676658699,0.45130414773075683
sigma_y_um,delta_21,60,-0.22270630407124514,-0.073086429893893537
sigma_y_um,delta_21,61,0.1510192066671241,0.17616933304028809
sigma_y_um,delta_21,62,0.06875751918758688,0.1213050032479356
sigma_y_um,delta_21,63,0.099172279137382802,0.14159008943530474
sigma_y_um,ratio_21,0,0.9043306406693693,-0.59087356530197677
sigma_y_um,ratio_21,1,1.1441115349170128,1.0919065411676918
sigma_y_um,ratio_21,2,0.95368982685657289,-0.21063097476296319
sigma_y_um,ratio_21,3,1.0098942494955772,0.19908293167999178
sigma_y_um,ratio_21,4,0.88026847342599035,-0.78383097296975535
sigma_y_um,ratio_21,5,0.95471240721452622,-0.20296321249317528
sigma_y_um,ratio_21,6,1.045146136030747,0.44457964020106372
sigma_y_um,ratio_21,7,1.1257626662544817,0.97622660742391132
sigma_y_um,ratio_21,8,0.94023854239473381,-0.31226721195672319
sigma_y_um,ratio_21,9,0.97540114293573177,-0.049569063683561301
sigma_y_um,ratio_21,10,1.0594873697399434,0.54209158608217289
sigma_y_um,ratio_21,11,1.0258201499179251,0.31103627704598702
sigma_y_um,ratio_21,12,0.94430472392267206,-0.28139111526369864
sigma_y_um,ratio_21,13,1.1533788146150286,1.14962862460582
sigma_y_um,ratio_21,14,0.89555875141638919,-0.66061515282489791
sigma_y_um,ratio_21,15,1.1023273283193782,0.82570613380881686
sigma_y_um,ratio_21,16,1.0294291757093605,0.33616480138796229
sigma_y_um,ratio_21,17,1.0251029878858304,0.30603237280466639
sigma_y_um,ratio_21,18,1.005136381343785,0.16529414277567334
sigma_y_um,ratio_21,19,0.88601634448908506,-0.73726283398611414
sigma_y_um,ratio_21,20,0.95603206390102091,-0.19307996916382961
sigma_y_um,ratio_21,21,1.1845477002461966,1.340419332401102
sigma_y_um,ratio_21,22,1.101155018417737,0.81809281587187654
sigma_y_um,ratio_21,23,1.0925924614692901,0.76223806598225885
sigma_y_um,ratio_21,24,0.94470890160232346,-0.27832930474745837
sigma_y_um,ratio_21,25,1.0410371458928414,0.41639423597780079
sigma_y_um,ratio_21,26,1.062350224365189,0.56139919470790256
sigma_y_um,ratio_21,27,1.0771123305030685,0.66013884707767589
sigma_y_um,ratio_21,28,1.1324556112233655,1.0186390881765937
sigma_y_um,ratio_21,29,0.90304003784498399,-0.60109205051063574
sigma_y_um,ratio_21,30,0.96106472822445144,-0.15551387963540222
sigma_y_um,ratio_21,31,1.0096262171336519,0.19718369081998183
sigma_y_um,ratio_21,32,0.88229291859642556,-0.76739471212405808
sigma_y_um,ratio_21,33,1.0439012090522819,0.43605184592051732
sigma_y_um,ratio_21,34,0.99674033086681257,0.10527616921731088
sigma_y_um,ratio_21,35,0.93414988564923473,-0.35875131893624673
sigma_y_um,ratio_21,36,0.82456369548197694,-1.2515731264527845
sigma_y_um,ratio_21,37,1.1164013688449288,0.91648013722665134
sigma_y_um,ratio_21,38,0.89710485528455686,-0.64827328075281754
sigma_y_um,ratio_21,39,1.0415248296668413,0.41974529014159806
sigma_y_um,ratio_21,40,0.8907721122893657,-0.69896034264356488
sigma_y_um,ratio_21,41,1.1520182474238267,1.1411833188568552
sigma_y_um,ratio_21,42,0.980682507099366,-0.010932293520499832
sigma_y_um,ratio_21,43,1.0356187961879153,0.3790567961504302
sigma_y_um,ratio_21,44,1.0640512645420388,0.57284668975282971
sigma_y_um,ratio_21,45,1.1240160954925655,0.96511728610516867
sigma_y_um,ratio_21,46,0.92114065293980762,-0.45909451700566417
sigma_y_um,ratio_21,47,1.0917383530541787,0.75664260749045853
sigma_y_um,ratio_21,48,0.93663552728188604,-0.33973809063644683
sigma_y_um,ratio_21,49,0.87096239237242412,-0.85987560865693624
sigma_y_um,ratio_21,50,0.99340170189671895,0.081269850891926981
sigma_y_um,ratio_21,51,0.85115541568431752,-1.0244701969648857
sigma_y_um,ratio_21,52,0.83456092392829673,-1.1653454005337778
sigma_y_um,ratio_21,53,0.95952550296265393,-0.16698243268348748
sigma_y_um,ratio_21,54,1.0656389847333492,0.58351507459622087
sigma_y_um,ratio_21,55,0.97345516485982042,-0.063857981429467151
sigma_y_um,ratio_21,56,0.92235737084815961,-0.44964981293253248
sigma_y_um,ratio_21,57,1.0110195166515996,0.20705092522447685
sigma_y_um,ratio_21,58,0.9227816568672782,-0.4463592462058385
sigma_y_um,ratio_21,59,1.0516634412876873,0.48905828411571101
sigma_y_um,ratio_21,60,0.97981547169979277,-0.01726095005762792
sigma_y_um,ratio_21,61,1.0155965235659152,0.23936947757686766
sigma_y_um,ratio_21,62,1.0062905138428333,0.17350507624447895
sigma_y_um,ratio_21,63,1.0084060232010077,0.18853118536605096
sigma_z_um,q1,0,1.5779300205014648,1.9282208834659511
sigma_z_um,q1,1,1.4342061114780527,1.7071071772760862
sigma_z_um,q1,2,1.415987656251094,1.6790787846192268
sigma_z_um,q1,3,1.4316512102851087,1.7031765600561724
sigma_z_um,q1,4,1.5658835814651879,1.9096879003332174
sigma_z_um,q1,5,1.6095818766619314,1.976916046789746
sigma_z_um,q1,6,1.5614595773021636,1.9028817400824107
sigma_z_um,q1,7,1.4521117719475862,1.7346543472292149
sigma_z_um,q1,8,1.442873910009026,1.720442251939122
sigma_z_um,q1,9,1.2508639163757413,1.4250422617340688
sigma_z_um,q1,10,1.4216861872621132,1.68784575540541
sigma_z_um,q1,11,1.5391357069044938,1.8685373240859957
sigma_z_um,q1,12,1.4911134941818389,1.7946569968203727
sigma_z_um,q1,13,1.3410119759552608,1.5637315841640989
sigma_z_um,q1,14,1.596204007549139,1.9563347096931423
sigma_z_um,q1,15,1.4209179096106637,1.6866637897877954
sigma_z_um,q1,16,1.4638536487871578,1.7527187731362481
sigma_z_um,q1,17,1.4176392353685099,1.6816196755690973
sigma_z_um,q1,18,1.4368975728741036,1.7112478871161645
sigma_z_um,q1,19,1.564454524876792,1.9074893517356852
sigma_z_um,q1,20,1.2904689255373858,1.4859730450596758
sigma_z_um,q1,21,1.1485025219923761,1.2675631934519684
sigma_z_um,q1,22,1.4395684581320445,1.7153569413591505
sigma_z_um,q1,23,1.4079593723814248,1.6667275786658895
sigma_z_um,q1,24,1.2757112327557776,1.46326890231874
sigma_z_um,q1,25,1.3647651542257226,1.6002749353494248
sigma_z_um,q1,26,1.5578323499187399,1.8973013902617588
sigma_z_um,q1,27,1.4908929225552607,1.7943176558564065
sigma_z_um,q1,28,1.2100243890372802,1.3622122196748978
sigma_z_um,q1,29,1.6148920529214272,1.9850855487274317
sigma_z_um,q1,30,1.454351726230547,1.738100430741462
sigma_z_um,q1,31,1.5325227318845978,1.8583635163630787
sigma_z_um,q1,32,1.7078951359585828,2.1281672149384403
sigma_z_um,q1,33,1.2146588406309977,1.369342145203694
