observable,quantity,draw_index,native_value,reporting_scale_value
z_c_um,q1,30,-0.20420898434718196,-0.31416766822643377
z_c_um,q1,31,-0.06685597960159273,-0.10285535323321957
z_c_um,q1,32,-0.19235230621361124,-0.29592662494401728
z_c_um,q1,33,-0.070235395116824459,-0.10805445402588376
z_c_um,q1,34,-0.0955406323018681,-0.14698558815672014
z_c_um,q1,35,-0.097465566138897744,-0.14994702482907343
z_c_um,q1,36,-0.13232284455879217,-0.20357360701352642
z_c_um,q1,37,-0.1248924575865773,-0.19214224244088812
z_c_um,q1,38,-0.21557658523314621,-0.33165628497407107
z_c_um,q1,39,0.023014084526277498,0.035406283886580778
z_c_um,q1,40,-0.095847193234349093,-0.14745722036053704
