method,state,display_label,duration_us,draw_id,eta_hat,eta_truth,d_peak_hat_um,d_peak_truth_um,nu_vp_hat,nu_vp_truth,nuisance_censored,d_peak_supported,nu_vp_supported
dgi,connected_modulated,SSP,50,43,0.9762332820970032,1.0,2.7324385183124997,2.751540046488,0.6331321410989489,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,44,0.9761373903733954,1.0,2.7797732911675,2.751540046488,0.6391109138262792,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,45,1.0605179330970136,1.0,2.7810351098329997,2.751540046488,0.5807036318455729,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,46,1.1041523982431787,1.0,2.7887369489535,2.751540046488,0.618313954766923,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,47,0.8221060278365474,1.0,2.782847359074,2.751540046488,0.6484881569468246,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,48,1.0692020178678945,1.0,2.7341280320145,2.751540046488,0.6539375868577972,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,49,1.1215159986038592,1.0,2.7873656378805,2.751540046488,0.6293164143983907,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,50,0.9466563128023481,1.0,2.7124807906025,2.751540046488,0.6738856163097782,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,51,0.7920252012446682,1.0,2.7826700282985,2.751540046488,0.637750446338925,0.6494770333465083,True,False,False
dgi,connected_modulated,SSP,50,52,1.280925333644744,1.0,2.7016832412185003,2.751540046488,0.6617650811866418,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,53,1.035277057968484,1.0,2.8015310274044998,2.751540046488,0.6428129432996897,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,54,1.0251806295351023,1.0,2.776585291669,2.751540046488,0.6248584744296205,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,55,0.8947534180133713,1.0,2.776166076536,2.751540046488,0.6575938765236569,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,56,1.2252459706168628,1.0,2.8023645638475,2.751540046488,0.5908100377492909,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,57,0.8381170223119426,1.0,2.779845137453,2.751540046488,0.6745372380277155,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,58,0.7677147138500409,1.0,2.6869120266874997,2.751540046488,0.6441509464551142,0.6494770333465083,True,False,False
dgi,connected_modulated,SSP,50,59,1.0676291705181096,1.0,2.757089164602,2.751540046488,0.6325178546641081,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,60,1.0859949878553148,1.0,2.693397462335,2.751540046488,0.6936952479708045,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,61,1.1647441863405954,1.0,2.7847396552139996,2.751540046488,0.6252371886074457,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,62,0.8807389140808793,1.0,2.771263665703,2.751540046488,0.582439701608798,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,63,1.1670389939673373,1.0,2.7339602199820003,2.751540046488,0.6736339254015286,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,100,0,0.8819563312407388,1.0,2.7923540483775,2.751540046488,0.6408719273236457,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,100,1,1.0261689340296716,1.0,2.737191791173,2.751540046488,0.6618423839720018,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,100,2,0.9144224883618873,1.0,2.7288171635635,2.751540046488,0.6340445488924595,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,100,3,1.0964556063367972,1.0,2.783858593704,2.751540046488,0.6130422070600827,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,100,4,1.07917116547025,1.0,2.7618231769875,2.751540046488,0.6509277312893873,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,100,5,1.1341072573230242,1.0,2.7581099331630003,2.751540046488,0.6282014828603085,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,100,6,0.9387135689343674,1.0,2.764789029434,2.751540046488,0.6954148550111108,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,100,7,0.9023976370924192,1.0,2.7678527098285004,2.751540046488,0.6556551692052099,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,100,8,1.0095827098583838,1.0,2.7246181773395,2.751540046488,0.6398789054638299,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,100,9,0.8767208086927821,1.0,2.762245029877,2.751540046488,0.6506497849216119,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,100,10,1.07715256542854,1.0,2.7591494401515,2.751540046488,0.6498327173364356,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,100,11,0.7852432352804233,1.0,2.732057264892,2.751540046488,0.6774293071394641,0.6494770333465083,False,True,True
