method,state,display_label,duration_us,draw_id,selected_start_id,converged_start_count,optimizer_failure,residual_failure,eta_hat,d_hat_um,sigma_y_hat_um,y0_hat_um,d_peak_hat_um,d_peak_truth_um,d_peak_bias_um,nu_vp_hat,nu_vp_truth,nu_vp_bias,d_peak_conditional_sd_um,nu_vp_conditional_sd,d_peak_multistart_shift_sd,nu_vp_multistart_shift_sd,d_peak_supported,nu_vp_supported,support_reasons_json,topology_valid,physical_censored,nuisance_censored,morphology_rank_after_projection,raw_objective,reduced_raw_objective,maximum_absolute_whitened_residual,active_physical_bounds,active_nuisance_bounds
dgi,connected_modulated,SSP,25,0,4,5,false,false,0.7844794813080465,2.829049985068501,0.9245449637109163,-0.061196230798330836,2.7935550574845003,2.751540046488,0.04201501099650029,0.606855898489984,0.6494770333465083,-0.0426211348565243,0.03836212099591862,0.049510484228564064,0.019052465857594958,0.06754801878644326,false,false,"[""calibration_bound""]",true,false,true,3,5949.988204212647,0.9859135383948049,3.8866829940718897,0,2
dgi,connected_modulated,SSP,25,1,2,5,false,false,0.9474344795120138,2.8443576464266647,0.9474017967240483,0.040855842971878366,2.8011339376690003,2.751540046488,0.04959389118100033,0.6321325514896255,0.6494770333465083,-0.017344481856882754,0.04176583590501218,0.05141968006173598,0.006346242802448531,0.043828420297127066,true,true,[],true,false,false,3,6136.244876510059,1.016776284425859,4.715121603331029,0,2
dgi,connected_modulated,SSP,25,2,2,5,false,false,1.2814161873260956,2.8081310765912453,0.9810374048316516,-0.07747715999646544,2.7404244879795,2.751540046488,-0.0111155585085001,0.6940002421602667,0.6494770333465083,0.044523208813758375,0.05156363720814299,0.05604073078032718,0.041868965435567444,0.045185449276823865,true,true,[],true,false,false,3,5735.955803729752,0.9504483519021959,3.624759608503209,0,0
dgi,connected_modulated,SSP,25,3,1,5,false,false,0.7747779204680861,2.8090853214331455,0.930611135484549,0.07959983097501444,2.768639275761,2.751540046488,0.017099229273000116,0.6249790367398669,0.6494770333465083,-0.024497996606641426,0.0410119544256551,0.05107612971838224,0.1791237484991611,0.028764358882938594,false,false,"[""calibration_bound""]",true,false,true,3,5986.2788498696245,0.9919269013868475,3.862107002265602,0,1
dgi,connected_modulated,SSP,25,4,2,5,false,false,0.7400525398931453,2.73581060774864,0.8932489752918429,0.06003223096425058,2.701807299714,2.751540046488,-0.04973274677400008,0.6056237034350316,0.6494770333465083,-0.043853329911476724,0.03963106974990975,0.05197926836258011,0.1327028814182383,0.06022025459480263,true,true,[],true,false,false,3,5990.877197398668,0.9926888479533832,3.7197183300087486,0,2
dgi,connected_modulated,SSP,25,5,2,5,false,false,1.0776854918771677,2.8843627268768226,0.9365309520110302,0.09176894123427001,2.8504981806879996,2.751540046488,0.09895813419999966,0.5981947059473047,0.6494770333465083,-0.051282327399203576,0.04093661478425449,0.05210995314015325,0.08439798463326412,0.059462468628187215,true,true,[],true,false,false,3,6024.920354842986,0.9983298019623837,3.895921750214815,0,2
dgi,connected_modulated,SSP,25,6,0,5,false,false,1.2281022191840596,2.7743843965016453,0.9264473286558419,-0.030006945613043345,2.731145783214,2.751540046488,-0.020394263273999957,0.6354902107455564,0.6494770333465083,-0.013986822600951854,0.042431111108071885,0.054965296320148085,0.06867363230434051,0.042752763528085276,true,true,[],true,false,false,3,5797.199008664645,0.9605963560339097,3.535001592117008,0,1
dgi,connected_modulated,SSP,25,7,3,5,false,false,0.7972289636241779,2.789320925275938,0.9461081771899623,-0.011582261774834162,2.738634432299,2.751540046488,-0.012905614189000048,0.6560046118355702,0.6494770333465083,0.006527578489061936,0.04124492919757346,0.04939131440379956,0.10907763382134082,0.010067744272600031,false,false,"[""calibration_bound""]",true,false,true,3,6079.230326331966,1.0073289687376912,3.8491534479232414,0,2
dgi,connected_modulated,SSP,25,8,3,5,false,false,0.8026509183235782,2.8851231757808815,1.047323260957876,-0.010893659723493472,2.7858914228985,2.751540046488,0.03435137641050012,0.7412689869342144,0.6494770333465083,0.09179195358770609,0.05352410278691632,0.04652160092005615,0.16553856715307358,0.6469524862601992,true,false,"[""nu_vp_multistart_ambiguity""]",true,false,false,3,5965.552097812881,0.9884924768538328,4.088529450110302,0,2
dgi,connected_modulated,SSP,25,9,3,5,false,false,1.1205712014038163,2.8095527370595508,0.9298070463372548,0.02423542441484343,2.7695157824315,2.751540046488,0.017975735943500215,0.6236118945649998,0.6494770333465083,-0.025865138781508534,0.04219824399132604,0.053481769804060685,0.16622552241609873,0.07495467625655562,true,true,[],true,false,false,3,5785.9508166066935,0.9587325296779939,3.6811830557226863,0,1
dgi,connected_modulated,SSP,25,10,3,5,false,false,1.1504855448094062,2.790609166071293,0.9247983544673103,0.02331487299359497,2.7502948319725,2.751540046488,-0.0012452145154999705,0.6254208252613043,0.6494770333465083,-0.024056208085204034,0.04005238026609156,0.05393919712222306,0.11152762832879076,0.06585647838519557,true,true,[],true,false,false,3,5847.24655898124,0.9688892392678111,3.5658952005219957,0,0
dgi,connected_modulated,SSP,25,11,2,5,false,false,1.1438237013499033,2.7931615790606505,0.9255984315693171,-0.006001439135742906,2.7528303518259998,2.751540046488,0.0012903053379997864,0.6253552525948852,0.6494770333465083,-0.02412178075162308,0.042427306774710925,0.05510245776409085,0.009433662467081038,0.0025051023365848424,true,true,[],true,false,false,3,5881.795067427022,0.9746139299796226,3.809444984412426,0,1
dgi,connected_modulated,SSP,25,12,3,5,false,false,1.2980060063696308,2.833394732394545,0.8581092170385716,-0.023281401732987747,2.817734716555,2.751540046488,0.06619467006699997,0.5047393880461529,0.6494770333465083,-0.14473764530035538,0.0360875851437767,0.053717433883638054,0.16306058026758183,0.08471113869347476,true,true,[],true,false,false,3,5872.9454121174595,0.9731475413616337,4.242914535693548,0,1
dgi,connected_modulated,SSP,25,13,3,5,false,false,0.8017640215211063,2.7787097372078127,0.9214854597977099,-0.014307120860055565,2.738291358194,2.751540046488,-0.013248688293999944,0.6263280708512874,0.6494770333465083,-0.023148962495220915,0.03767436874933787,0.048558348058779906,0.09088815590467976,0.052211670193227845,false,false,"[""calibration_bound""]",true,false,true,3,5909.804838307869,0.9792551513351896,5.0245698183139975,0,2
dgi,connected_modulated,SSP,25,14,2,5,false,false,1.1765230592343763,2.7408640764384042,0.8978668516585399,-0.11169346030286559,2.7056293809835,2.751540046488,-0.04591066550450007,0.6100409718534272,0.6494770333465083,-0.0394360614930811,0.04056826501675786,0.05509259755398487,0.03418115720322677,0.15200199222115365,true,true,[],true,false,false,3,6057.220023708391,1.0036818597694102,4.076112158292634,0,2
dgi,connected_modulated,SSP,25,15,4,5,false,false,1.295931323058937,2.7987934900708265,0.9619083942988673,-0.01816060179307966,2.741033163814,2.751540046488,-0.010506882674000018,0.6730905294535092,0.6494770333465083,0.02361349610700092,0.049716276896040516,0.05807715737238122,0.006197825043179943,0.019995668857483103,true,true,[],true,false,false,3,6019.150955757099,0.9973738120558573,3.778564095513014,0,1
dgi,connected_modulated,SSP,25,16,2,5,false,false,0.7871177701849859,2.8522137999886907,0.950828175485844,-0.019522929369849843,2.808501996756,2.751540046488,0.056961950268000106,0.6332582394310704,0.6494770333465083,-0.0162187939154379,0.04211585543600673,0.050097460866154936,0.08718742030729197,0.03325939435030164,false,false,"[""calibration_bound""]",true,false,true,3,5921.907420264113,0.9812605501680386,4.446018600022145,0,2
dgi,connected_modulated,SSP,25,17,0,5,false,false,1.0844685463401729,2.8798459747442586,0.9459233077003724,0.04235206769391771,2.8418056076680003,2.751540046488,0.09026556118000029,0.6136067279126661,0.6494770333465083,-0.035870305433842176,0.041270299388601744,0.05211333175054552,0.12250205871770732,0.0822313695696327,true,true,[],true,false,false,3,6094.629084025522,1.0098805441633012,3.6969466078912343,0,0
dgi,connected_modulated,SSP,25,18,1,5,false,false,0.8125958313453465,2.7701966097594406,0.9417096267636083,0.009942008508825257,2.71875953339,2.751540046488,-0.0327805130979999,0.6588981907856173,0.6494770333465083,0.009421157439108985,0.043359583324548034,0.05103535644682328,0.14382024531517154,0.10962085769320326,true,true,[],true,false,false,3,5907.319407537312,0.9788433152505902,3.8544009925794995,0,1
dgi,connected_modulated,SSP,25,19,2,5,false,false,0.8216485272470431,2.7908099561874797,0.9527031993598073,0.06817885236311692,2.736842470979,2.751540046488,-0.014697575508999972,0.6643483524726056,0.6494770333465083,0.014871319126097293,0.042949959582826915,0.049841691421720145,0.05686861442302706,0.08442140939218791,true,true,[],true,false,false,3,6124.058494426527,1.0147569999049755,3.9219521862394537,0,1
dgi,connected_modulated,SSP,25,20,2,5,false,false,1.1301100950494816,2.765896659907734,0.8958570668197158,0.023758936043270687,2.7342365728205,2.751540046488,-0.017303473667499958,0.5948991939062168,0.6494770333465083,-0.05457783944029149,0.037403439877763366,0.05152784274597204,0.07457746503038819,0.06330213885201041,true,true,[],true,false,false,3,5998.959587079156,0.9940281005930665,3.6285071612375144,0,1
dgi,connected_modulated,SSP,25,21,3,5,false,false,0.7953984663987163,2.816715782247897,0.9430411622795826,-0.01843067056401743,2.771668159963,2.751540046488,0.02012811347500021,0.6389316639658318,0.6494770333465083,-0.010545369380676517,0.04267239208325347,0.049957850953314724,0.27579988340092937,0.11174142882709824,false,false,"[""calibration_bound""]",true,false,true,3,5804.576604815308,0.9618188243273087,4.280063355990663,0,1
dgi,connected_modulated,SSP,25,22,3,5,false,false,0.7755719843137295,2.733233659313207,0.9734366037047554,0.04748549660223927,2.6543442029465,2.751540046488,-0.0971958435414999,0.7180807983014099,0.6494770333465083,0.06860376495490161,0.051795941248199966,0.05181177638579124,0.029330127870835214,0.03814009036777165,true,true,[],true,false,false,3,6015.005154836017,0.9966868524997543,3.6149771639256607,0,2
