draw_id,state,duration_us,start_id,start_eta,start_d_um,start_sigma_y_um,start_y0_um,optimizer_success,finite,converged,termination_status,termination_message,nfev_total,nfev_by_irls_pass_json,raw_objective,reduced_raw_objective,maximum_absolute_whitened_residual,eta_hat,d_hat_um,sigma_y_hat_um,y0_hat_um,active_physical_bounds,active_nuisance_bounds,fit_vector_json,runtime_seconds,jacobian_rank,jacobian_condition,morphology_rank_after_y0_and_nuisance_projection,morphology_projected_singular_values_json,physical_censored,nuisance_censored,topology_valid,d_peak_um,nu_vp,d_peak_conditional_sd_um,nu_vp_conditional_sd,d_peak_supported_local,nu_vp_supported_local
2,connected_modulated,25,0,1.0,2.8,0.75,0.0,true,true,true,2,`ftol` termination condition is satisfied.,12,"[8,4]",5736.1509925307,0.9504806947026844,3.624857355587137,1.2818951004713086,2.806647221626236,0.9797389921316659,-0.07617445802209885,0,0,"[0.2483395302452626,1.0319906114004522,-0.020469077350391423,-0.07617445802209885,1.0003956142831716,0.019720257107703237,0.012056422421045022,0.7075153126433686]",7.752056400000583,8,311.31710238194603,3,"[56.84448904739537,35.17841250672001,9.796436783864234]",false,false,true,2.739482457616,0.6929920431004553,0.05112214418848662,0.055925862832155136,true,true
2,connected_modulated,25,1,0.6,2.2,0.4,0.0,true,true,true,2,`ftol` termination condition is satisfied.,20,"[14,6]",5736.135121236268,0.950478064827882,3.62479882007892,1.2818669742068125,2.80538672788329,0.9792781964310646,-0.07472735823244804,0,0,"[0.24831758884533697,1.0315414003744738,-0.020939512946148126,-0.07472735823244804,1.0003956148606516,0.01973237048975264,0.012056421979558996,0.7074236904385435]",12.784175199994934,8,318.97327061513744,3,"[56.546309191438105,35.15395650455652,9.567075210992286]",false,false,true,2.7382655718355,0.6929651416319127,0.05159309433496413,0.05667085274508565,true,true
2,connected_modulated,25,2,1.3,3.4,1.15,0.0,true,true,true,2,`ftol` termination condition is satisfied.,11,"[7,4]",5735.955803729752,0.9504483519021959,3.624759608503209,1.2814161873260956,2.8081310765912453,0.9810374048316516,-0.07747715999646544,0,0,"[0.247965862674675,1.0325191647718384,-0.019144690855550775,-0.07747715999646544,1.0003956147069901,0.019738758525050543,0.012056422237881819,0.7079644046091741]",6.916505000001052,8,311.6122633872316,3,"[56.2847381688276,34.81095584141458,9.791171734492043]",false,false,true,2.7404244879795,0.6940002421602667,0.05156363720814299,0.05604073078032718,true,true
2,connected_modulated,25,3,0.8,3.2,0.55,0.8,true,true,true,2,`ftol` termination condition is satisfied.,15,"[11,4]",5736.275253312384,0.9505012847245043,3.6250283616757986,1.2850462550412898,2.8072392695418023,0.9787688936388712,-0.0739554347939044,0,0,"[0.25079471384041907,1.0322015340540158,-0.02145972801785106,-0.0739554347939044,1.0003956162531125,0.01969196245009549,0.0120564215157935,0.7053101949079645]",9.713097899999411,8,307.93692833136015,3,"[58.63430454625818,36.193347413442766,9.874544484187702]",false,false,true,2.740818132358,0.6914680165621561,0.050270742593002224,0.055494751131785335,true,true
2,connected_modulated,25,4,1.2,2.4,1.0,-0.8,true,true,true,2,`ftol` termination condition is satisfied.,13,"[8,5]",5736.122407736633,0.9504759581999392,3.624828223303925,1.2805835635696599,2.8068096068927115,0.980423814162219,-0.07672121737315117,0,0,"[0.24731588307537333,1.0320484671109285,-0.019770337372041525,-0.07672121737315117,1.0003956149130149,0.019723314688014783,0.012056421974596596,0.7085057249095541]",8.707848100006231,8,311.14053456953513,3,"[56.48488375917121,35.071810758423865,9.802366717390674]",false,false,true,2.7392336799555,0.6938040212570982,0.05141615727538176,0.056014756042897594,true,true
3,connected_modulated,25,0,1.0,2.8,0.75,0.0,true,true,true,2,`ftol` termination condition is satisfied.,21,"[15,6]",5986.362851281568,0.991940820427766,3.8621151333494432,0.7751849398329599,2.812326127621287,0.9312168398227482,0.08007824671697467,0,1,"[-0.2546536460543582,1.0340119443293148,-0.07126311816638521,0.08007824671697467,0.993309624784513,0.011927652399596783,0.0238020671284544,1.4999999921478109]",14.0027151999966,8,2129.0523468938745,3,"[65.56020497399375,40.98386956202084,3.4208515268691677]",false,true,true,2.772036742079,0.6243128460877725,0.0407923161021702,0.050840667082501505,false,false
3,connected_modulated,25,1,0.6,2.2,0.4,0.0,true,true,true,2,`ftol` termination condition is satisfied.,21,"[15,6]",5986.2788498696245,0.9919269013868475,3.862107002265602,0.7747779204680861,2.8090853214331455,0.930611135484549,0.07959983097501444,0,1,"[-0.2551788449280273,1.0328589219695192,-0.0719137737238279,0.07959983097501444,0.9933107687061065,0.011979013672379645,0.02380149691420016,1.4999998974516993]",13.820472300001711,8,2137.924929828047,3,"[65.17399169682697,40.74323439503349,3.4076682231021005]",false,true,true,2.768639275761,0.6249790367398669,0.0410119544256551,0.05107612971838224,false,false
3,connected_modulated,25,2,1.3,3.4,1.15,0.0,true,true,true,2,`ftol` termination condition is satisfied.,19,"[15,4]",5986.439973875471,0.9919535996479654,3.8621186154568385,0.7754468376400767,2.8141569336772077,0.9317336850563268,0.08126808617882815,0,1,"[-0.25431585108148086,1.0346627260345431,-0.07070825077733023,0.08126808617882815,0.9933091348806713,0.011890978842286619,0.02380231200773182,1.499999999633349]",12.04540669999551,8,2127.4037539670885,3,"[65.61275140439979,40.92991431538076,3.4224671299717935]",false,true,true,2.7738800630230003,0.6241856329487172,0.04087047979655357,0.050731085939040216,false,false
3,connected_modulated,25,3,0.8,3.2,0.55,0.8,true,true,true,2,`ftol` termination condition is satisfied.,19,"[11,8]",5986.348701388326,0.9919384757892835,3.8621208514431413,0.7758463447658943,2.8160845809394264,0.9318970557838232,0.08738469297186512,0,0,"[-0.2538007877276536,1.0353474736896957,-0.0705329255647388,0.08738469297186512,0.993308820343418,0.011866977313835002,0.023802467892628323,1.499999668654474]",12.85554069999489,8,2139.3901503474353,3,"[63.210131967454124,38.483443376057444,3.408440790600841]",false,false,true,2.775985490771,0.6235098646142958,0.043340051891869014,0.05185241085578986,true,true
3,connected_modulated,25,4,1.2,2.4,1.0,-0.8,true,true,true,2,`ftol` termination condition is satisfied.,20,"[16,4]",5986.5520283749665,0.9919721670878155,3.862120629209147,0.7751931027030088,2.810999483027843,0.931941073313712,0.076482455754646,0,1,"[-0.2546431158871022,1.03354010801397,-0.07048569235364625,0.076482455754646,0.9933088515514571,0.011912938646364224,0.023802453939157427,1.4999999999302482]",12.730518299998948,8,2146.6525993437604,3,"[68.09996249494756,43.183645791061394,3.3897982855608557]",false,true,true,2.7702220746655,0.6259691568201418,0.03890955136859143,0.04994941358291217,false,false
4,connected_modulated,25,0,1.0,2.8,0.75,0.0,true,true,true,2,`ftol` termination condition is satisfied.,14,"[10,4]",5990.9654099620575,0.9927034647824453,3.719718323418207,0.7399774179908009,2.7358040684902627,0.8918772914392472,0.05900132270873503,0,3,"[-0.30113560947819873,1.0064253848021043,-0.11442672151621792,0.05900132270873503,1.0142154847725795,3.0271915551161384e-17,4.979284104972286e-24,1.499999997607579]",9.217575300004683,8,2220.7577327125164,3,"[65.05446654662937,40.146512742162585,3.3255272606416377]",false,true,true,2.7023298910325,0.6035746466361755,0.03965002024036711,0.05201585496187296,false,false
4,connected_modulated,25,1,0.6,2.2,0.4,0.0,true,true,true,2,`ftol` termination condition is satisfied.,36,"[22,14]",5991.2326827292,0.9927477519021044,3.719718290741007,0.7393082875891417,2.7313171086939807,0.8938762283473729,0.05880054680777946,0,2,"[-0.3020402764330284,1.0047839502487805,-0.11218796043203162,0.05880054680777946,1.014220343012882,1.473774310777205e-22,2.505175235778092e-44,1.4999976157957273]",22.75987670000177,8,2239.8500486769804,3,"[65.73180467346536,41.832231684610555,3.2966450346700134]",false,false,true,2.6965481425644997,0.6087539082094777,0.03859745734343441,0.05226248357251349,true,true
